자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
한국상사,3,"부산광역시 영도구 해양로 79-12, (청학동)",부산광역시 영도구 청학동 12-5,35.09619124,129.064162,1998-10-16,199,1,,,,09:00,18:00,051-412-4929,부산광역시 영도구청,051-419-4546,2026-04-23
영도기화기센타,3,"부산광역시 영도구 동삼남로 39, (동삼동)",부산광역시 영도구 동삼동 322-110,35.07778153,129.0699125,1999-02-09,83,1,,,,09:00,18:00,051-405-5706,부산광역시 영도구청,051-419-4546,2026-04-23
차차차카센터,3,"부산광역시 영도구 절영로102번길 6, (영선동3가)",부산광역시 영도구 영선동3가 50-1,35.08584548,129.0401293,2000-03-10,173,1,,,,09:00,18:00,051-415-3210,부산광역시 영도구청,051-419-4546,2026-04-23
남해카서비스(LIG매직카),3,"부산광역시 영도구 태종로 512, (동삼동)",부산광역시 영도구 동삼동 215-15,35.08455521,129.0730481,2001-04-17,394,1,,,,09:00,18:00,051-404-5021,부산광역시 영도구청,051-419-4546,2026-04-23
형제카부분정비,3,"부산광역시 영도구 태종로 632, (동삼동)",부산광역시 영도구 동삼동 345,35.07695811,129.0731672,2001-06-26,272,1,,,,09:00,18:00,051-403-7247,부산광역시 영도구청,051-419-4546,2026-04-23
마이카서비스,3,"부산광역시 영도구 동삼로28번길 39, (동삼동)",부산광역시 영도구 동삼동 336-1,35.07784462,129.0727599,2001-12-06,132,1,,,,09:00,18:00,051-405-0323,부산광역시 영도구청,051-419-4546,2026-04-23
영일정비,3,"부산광역시 영도구 해양로 138, (청학동)",부산광역시 영도구 청학동 48-223,35.09310432,129.0684753,2002-03-30,105,1,,,,09:00,18:00,051-416-0901,부산광역시 영도구청,051-419-4546,2026-04-23
동성카인테리어,3,"부산광역시 영도구 절영로13번길 12, (대교동2가)",부산광역시 영도구 대교동2가 6-1,35.09278423,129.040789,2002-05-10,174,1,,,,09:00,18:00,051-417-1563,부산광역시 영도구청,051-419-4546,2026-04-23
J.K.모터스,3,"부산광역시 영도구 절영로 175, (영선동4가)",부산광역시 영도구 영선동4가 224-46,35.08097104,129.0421083,2002-05-28,114,3,2025-10-27,,,,,051-415-1163,부산광역시 영도구청,051-419-4546,2026-04-23
영진카정비,3,"부산광역시 영도구 절영로 143, (영선동4가)",부산광역시 영도구 영선동4가 139-5,35.08358308,129.0417612,2002-07-03,120,1,,,,09:00,18:00,051-415-2688,부산광역시 영도구청,051-419-4546,2026-04-23
이송도카센터,3,"부산광역시 영도구 영선대로 32, (영선동4가)",부산광역시 영도구 영선동4가 85-7,35.08391569,129.0404189,2002-11-02,126,1,,,,09:00,18:00,051-415-5322,부산광역시 영도구청,051-419-4546,2026-04-23
한국지엠 영도바로서비스,3,"부산광역시 영도구 대교로 38, (봉래동1가)",부산광역시 영도구 봉래동1가 124-1,35.09441895,129.0411104,2002-12-07,134,1,,,,09:00,18:00,051-417-8250,부산광역시 영도구청,051-419-4546,2026-04-23
동배카부분정비,3,"부산광역시 영도구 동백꽃길 160, (봉래동4가)",부산광역시 영도구 봉래동4가 240-1,35.09151598,129.0501514,2003-05-06,88,1,,,,09:00,18:00,051-418-8684,부산광역시 영도구청,051-419-4546,2026-04-23
한성카,3,"부산광역시 영도구 태종로 178-9, (봉래동4가)",부산광역시 영도구 봉래동4가 59-6,35.09424324,129.0483207,2003-07-18,86,1,,,,09:00,18:00,051-413-1723,부산광역시 영도구청,051-419-4546,2026-04-23
현대자동차 남항점,3,"부산광역시 영도구 절영로 42, (남항동1가)",부산광역시 영도구 남항동1가 89-1,35.09082178,129.0387358,2003-08-26,491,1,,,,09:00,18:00,051-415-1756,부산광역시 영도구청,051-419-4546,2026-04-23
세진카서비스,3,"부산광역시 영도구 꿈나무길 257, (신선동3가)",부산광역시 영도구 신선동3가 1-18,35.08608454,129.0432708,2003-08-30,140,1,,,,09:00,18:00,051-413-7789,부산광역시 영도구청,051-419-4546,2026-04-23
삼성종합3급부분정비,3,"부산광역시 영도구 남항남로 23-3, (남항동3가)",부산광역시 영도구 남항동3가 73-4,35.08546919,129.0369975,2003-12-23,382,1,,,,09:00,18:00,051-413-9922,부산광역시 영도구청,051-419-4546,2026-04-23
현대자동차 동삼점,3,"부산광역시 영도구 절영로 511, (동삼동)",부산광역시 영도구 동삼동 454-10,35.072675,129.0715242,2004-04-03,698,1,,,,09:00,18:00,051-405-5000,부산광역시 영도구청,051-419-4546,2026-04-23
남부카센터,3,"부산광역시 영도구 태종로 354-1, (청학동)",부산광역시 영도구 청학동 8-12,35.09499094,129.0637424,2004-12-23,268,1,,,,09:00,18:00,051-413-5754,부산광역시 영도구청,051-419-4546,2026-04-23
동명자동차정비,2,"부산광역시 영도구 대평북로 37, (대평동2가)",부산광역시 영도구 대평동2가 200,35.0929272,129.0340144,2005-01-27,412,1,,,,09:00,18:00,051-413-1800,부산광역시 영도구청,051-419-4546,2026-04-23
청산카,3,"부산광역시 영도구 청학남로 41, (청학동)",부산광역시 영도구 청학동 148-109,35.08934774,129.0619469,2006-01-23,197,1,,,,09:00,18:00,051-413-1044,부산광역시 영도구청,051-419-4546,2026-04-23
하이카프라자&타이어테크,3,"부산광역시 영도구 동삼로 111, (동삼동)",부산광역시 영도구 동삼동 219-89,35.0833212,129.071474,2006-02-06,260,1,,,,09:00,18:00,051-403-0444,부산광역시 영도구청,051-419-4546,2026-04-23
프로미월드 아우토반,3,"부산광역시 영도구 선덤산길 2, (동삼동)",부산광역시 영도구 동삼동 207-15,35.08480507,129.0721379,2006-05-26,103,3,2024-08-06,,,,,051-403-6789,부산광역시 영도구청,051-419-4546,2026-04-23
영도점 기아오토큐,3,"부산광역시 영도구 태종로 156, (봉래동3가)",부산광역시 영도구 봉래동3가 77-4,35.09319339,129.0458121,2006-12-05,327,1,,,,09:00,18:00,051-403-8286,부산광역시 영도구청,051-419-4546,2026-04-23
이화카 부분정비,3,"부산광역시 영도구 절영로 465, (동삼동)",부산광역시 영도구 동삼동 578-4,35.07002684,129.0674367,2007-01-10,159,1,,,,09:00,18:00,051-403-2313,부산광역시 영도구청,051-419-4546,2026-04-23
한일카서비스,3,"부산광역시 영도구 동삼로 122, (동삼동)",부산광역시 영도구 동삼동 219-47,35.08385774,129.0720179,2007-03-29,137,1,,,,09:00,18:00,051-405-0057,부산광역시 영도구청,051-419-4546,2026-04-23
(주)신한씨엔에스,1,"부산광역시 영도구 산업로 3, (청학동)",부산광역시 영도구 청학동 7-4,35.09549943,129.0645754,2007-08-14,1498,1,,,,09:00,18:00,051-416-3130,부산광역시 영도구청,051-419-4546,2026-04-23
혁신카정비,3,"부산광역시 영도구 동삼로 7, (동삼동)",부산광역시 영도구 동삼동 363-41,35.07508428,129.0735539,2008-04-07,131,1,,,,09:00,18:00,051-403-0459,부산광역시 영도구청,051-419-4546,2026-04-23
청학소형자동차정비,2,"부산광역시 영도구 와치로 112-6, (청학동)",부산광역시 영도구 청학동 489-22,35.08437098,129.0618698,2009-12-10,400,1,,,,09:00,18:00,051-416-0098,부산광역시 영도구청,051-419-4546,2026-04-23
르노코리아자동차서비스코너 동삼점,3,"부산광역시 영도구 절영로 495, (동삼동)",부산광역시 영도구 동삼동 477-5,35.07167289,129.0700476,2010-04-23,778,1,,,,09:00,18:00,051-404-3336,부산광역시 영도구청,051-419-4546,2026-04-23
현대카정비공업사,3,"부산광역시 영도구 중리북로 41, (동삼동)",부산광역시 영도구 동삼동 499-5,35.0717049,129.0688168,2010-06-01,218,1,,,,09:00,18:00,051-403-9712,부산광역시 영도구청,051-419-4546,2026-04-23
공임나라 홈플러스 영도점,3,"부산광역시 영도구 대교로14번길 57, (봉래동2가)",부산광역시 영도구 봉래동2가 151-1,35.09590564,129.0442264,2011-07-21,83,1,,,,09:00,18:00,051-417-7254,부산광역시 영도구청,051-419-4546,2026-04-23
현대자동차 청학점,3,"부산광역시 영도구 태종로 417, (청학동)",부산광역시 영도구 청학동 63-1,35.09039638,129.066622,2011-11-24,625,1,,,,09:00,18:00,051-418-8228,부산광역시 영도구청,051-419-4546,2026-04-23
극동택시㈜,2,"부산광역시 영도구 해양로160, (청학동)",부산광역시 영도구 청학동 1-46,35.09127391,129.069486,2019-11-29,813,3,2024-03-22,,,,,051-403-2764,부산광역시 영도구청,051-419-4546,2026-04-23
금호카,3,"부산광역시 영도구 남항서로70번길 1, (남항동3가)",부산광역시 영도구 남항동3가 1-28,35.08700764,129.0353255,2013-12-04,97,1,,,,09:00,18:00,051-418-8001,부산광역시 영도구청,051-419-4546,2026-04-23
타이어테크 부산대교점,3,"부산광역시 영도구 태종로 154, (봉래동3가)",부산광역시 영도구 봉래동3가 79-1,35.09307333,129.0456643,2015-01-16,699,1,,,,09:00,18:00,051-418-8876,부산광역시 영도구청,051-419-4546,2026-04-23
케이지모빌리티 영도 서비스프라자,3,"부산광역시 영도구 해양로 74, (청학동)",부산광역시 영도구 청학동 217-1,35.09633324,129.0628158,2015-09-01,330,1,,,,09:00,18:00,051-416-5582,부산광역시 영도구청,051-419-4546,2026-04-23
