자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
미음부산디젤서비스,1,부산광역시 강서구 미음국제2로가길 23,,35.1450246,128.8757671,2025-12-31,121,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
동우타이어1급종합정비,1,부산광역시 강서구 미음국제9로가길 4,,35.1374594,128.8678703,2025-08-14,386,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
주식회사 혜원종합정비,1,부산광역시 강서구 녹산산업북로193번길 36(송정동),,35.0995663,128.8435725,2024-05-03,496,1,,,,09:00,18:00,051-941-9881,부산광역시 강서구,051-970-4558,2026-04-24
디에이치(DH)서비스,1,부산광역시 강서구 범방3로29번길 36(범방동),,35.14730524,128.8790272,2024-04-30,366,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
JB모터스,1,부산광역시 강서구 범방3로 36(범방동),,35.1465913,128.8799284,2023-08-07,2248,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
신우특장차,1,"부산광역시 강서구 녹산산업북로 161-13, 2층(송정동)",,35.0990856,128.8419936,2022-09-08,2237,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
부산디젤서비스,1,부산광역시 강서구 미음국제2로가길 5(미음동),,35.1465981,128.8765822,2021-10-28,635,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
준모터스,1,부산광역시 강서구 녹산산업북로193번길 24(송정동),,35.09918014,128.8444809,2021-07-30,1572,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
부산국제정비,1,부산광역시 강서구 미음국제2로가길 30(미음동),,35.1450171,128.8750866,2019-12-03,1269,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
우진정비,1,부산광역시 강서구 녹산산업북로193번길 42(송정동),,35.0992858,128.8430508,2017-06-20,803,1,,,,09:00,18:00,051-971-3503,부산광역시 강서구,051-970-4558,2026-04-24
비욘드글로벌 주식회사,1,부산광역시 강서구 미음산단로8번길 61(구랑동),,35.13219349,128.8584261,2016-11-25,838,1,,,,09:00,18:00,051-941-5572,부산광역시 강서구,051-970-4558,2026-04-24
주진 대형 종합정비,1,부산광역시 강서구 녹산산업북로 185(송정동),,35.0983785,128.8452344,2016-11-04,991,1,,,,09:00,18:00,051-971-1134,부산광역시 강서구,051-970-4558,2026-04-24
남부산 현대상용서비스,1,부산광역시 강서구 생곡산단1로 7(생곡동),,35.13596896,128.8858945,2016-01-22,671,1,,,,09:00,18:00,051-941-3761,부산광역시 강서구,051-970-4558,2026-04-24
(주)강진정비,1,부산광역시 강서구 녹산산업북로 169(송정동),,35.0984545,128.8431965,2016-01-21,2476,1,,,,09:00,18:00,051-311-4400,부산광역시 강서구,051-970-4558,2026-04-24
스웨덴모터스,1,부산광역시 강서구 녹산산업북로 161-13(송정동),,35.0990856,128.8419936,2015-03-05,752,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
(주)미음보쉬 정비,1,부산광역시 강서구 과학산단로 118(구랑동),,35.1394868,128.8514382,2014-10-31,1191,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
(주)아이언서비스 신항,1,부산광역시 강서구 과학산단로 126(구랑동),,35.1394992,128.8509563,2014-01-09,1896,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
강서자동차종합정비,1,"부산광역시 강서구 화전산업대로 163, 119동(화전동)",,35.103465,128.8871627,2013-10-29,1340,1,,,,09:00,18:00,055-552-1241,부산광역시 강서구,051-970-4558,2026-04-24
서부산서비스 기아오토큐(주),1,부산광역시 강서구 녹산산업북로193번길 32(송정동),,35.0999946,128.8438562,2013-01-07,23911,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
(주)VT신항종합정비,1,부산광역시 강서구 녹산산업북로 161-13(송정동),,35.0990856,128.8419936,2008-11-19,1450,1,,,,09:00,18:00,051-972-0533,부산광역시 강서구,051-970-4558,2026-04-24
대우종합정비,1,부산광역시 강서구 녹산산업북로193번길 23(송정동),,35.0987794,128.8449474,2007-12-18,408,1,,,,09:00,18:00,051-973-8522,부산광역시 강서구,051-970-4558,2026-04-24
(주)신항자동차,1,"부산광역시 강서구 녹산산업북로 183, 1312동(송정동)",,35.09848526,128.8447767,2006-03-13,1979,1,,,,09:00,18:00,051-831-4500,부산광역시 강서구,051-970-4558,2026-04-24
강서자동차검사소조은종합정비,1,부산광역시 강서구 화전산단5로74번길 6(화전동),,35.104749,128.8787592,2005-11-09,931,1,,,,09:00,18:00,051-831-6655,부산광역시 강서구,051-970-4558,2026-04-24
해금자동차정비,1,부산광역시 강서구 녹산산업북로193번길 30(송정동),,35.0992507,128.8441794,2005-04-28,2483,1,,,,09:00,18:00,051-831-0195,부산광역시 강서구,051-970-4558,2026-04-24
(주)세웅정비지점,1,부산광역시 강서구 녹산산업북로 171(송정동),,35.0984543,128.8440076,2005-01-11,330,1,,,,09:00,18:00,,부산광역시 강서구,051-970-4558,2026-04-24
