자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
제일카,03,대전광역시 대덕구 산업단지로116번길 85,대전광역시 대덕구 신일동 100-2,36.43403302,127.4113602,2026-01-26,709,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
KMS모터스,03,대전광역시 대덕구 벚꽃길 86,대전광역시 대덕구 상서동 183-3,36.43158556,127.4241852,2026-01-05,1552,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
(주)대운자동차정비,01,대전광역시 대덕구 신탄진로756번길 110 (신탄진동),대전광역시 대덕구 신탄진동 211-5,36.4454532,127.4357538,2025-11-18,2407,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
철수카서비스,03,대전광역시 대덕구 대전로1020번길 15-7(오정동),대전광역시 대덕구 오정동 474-7,36.3469767,127.4183125,2025-07-01,220,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
우주모터스,03,대전광역시 대덕구 신탄진로318번안길 5(와동),대전광역시 대덕구 와동 118-8,36.40812738,127.424693,2025-06-02,354,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
베이직개러지,03,"대전광역시 대덕구 대전로 1128, 1층(오정동)",대전광역시 대덕구 오정동 410-10,36.35509959,127.4154777,2025-04-16,561,01,,,,,,042-331-2299,대전광역시 대덕구청,042-608-5274,2026-03-16
차고,03,대전광역시 대덕구 덕암북로72번길 14(덕암동),대전광역시 대덕구 덕암동 11-5,36.44361897,127.4245051,2025-04-14,661,01,,,,,,042-362-4979,대전광역시 대덕구청,042-608-5274,2026-03-16
세광모터스,03,대전광역시 대덕구 계족로 611(중리동),대전광역시 대덕구 중리동 133-6,36.36606112,127.429987,2025-03-10,348,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
아우토슈타트(주),03,대전광역시 대덕구 한밭대로 1132(중리동),대전광역시 대덕구 중리동 236-13,36.35849024,127.4243036,2024-08-01,386,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
화성냉동,01,대전광역시 대덕구 대전로 1129(오정동),대전광역시 대덕구 오정동 275-14,36.35527348,127.4148386,2024-07-08,330,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
(유)제이에스오토모빌 대전지점,03,대전광역시 대덕구 동서대로 1770(비래동),대전광역시 대덕구 비래동 557-1,36.35343259,127.4439718,2024-02-28,707,01,,,,,,042-670-0010,대전광역시 대덕구청,042-608-5274,2026-03-16
두리카센터,03,대전광역시 대덕구 대전로 1134(오정동),대전광역시 대덕구 오정동 409-7,36.35570015,127.415279,2024-01-03,203,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
세종모터스,02,대전광역시 대덕구 신탄진로583번길 10(상서동),대전광역시 대덕구 상서동 189-14,36.43128527,127.4217222,2023-10-26,770,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
대전승합 주식회사,03,대전광역시 대덕구 신탄진로315번길 72(신대동),대전광역시 대덕구 신대동 4-1,36.4087365,127.4219928,2023-09-25,240,01,,,,,,042-544-0181,대전광역시 대덕구청,042-608-5274,2026-03-16
타이어티즈,03,대전광역시 대덕구 중리서로 63(중리동),대전광역시 대덕구 중리동 379-6,36.36436063,127.4222737,2023-07-07,209,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
비전신일정비,01,대전광역시 대덕구 산업단지로87번길 37(신일동),대전광역시 대덕구 신일동 38-3,36.4294154422,127.4103723974,2023-06-28,1392,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
티에스모터스(주),02,대전광역시 대덕구 벚꽃길 86(상서동),대전광역시 대덕구 상서동 183-3,36.43158556,127.4241852,2023-05-31,517,01,,,,,,,대전광역시 대덕구청,042-608-5274,2026-03-16
