자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(주)아진자동차정비,2,광주광역시 북구 중가로 42-1(유동),,35.15942864,126.904598,1992-05-15,646,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
(주)뉴 중흥자동차공업사,2,광주광역시 북구 제봉로 277-1 324동(중흥동),,35.15921339,126.9107254,1995-10-27,916,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
동화자동차공업사,2,광주광역시 북구 독립로367번길 87 2(중흥동),,35.16433267,126.9106573,1997-04-24,899,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
더현모터스,3,광주광역시 북구 설죽로 438(삼각동),,35.19823858,126.9001987,1997-09-05,463,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
대신자동차공업사,3,광주광역시 북구 서암대로131번길 6(신안동),,35.17046517,126.8990163,1997-09-29,98.1,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
대양자동차공업사,3,광주광역시 북구 용봉로 42-1(신안동),,35.17149906,126.9018236,1997-10-13,111,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
호남카센타,3,광주광역시 북구 반룡로 5(용봉동),,35.17965589,126.8986379,1997-10-13,223.1,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
영진카텍공업사,3,광주광역시 북구 자산로 52(신안동),,35.16788058,126.8972947,1997-10-13,191.7,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
부영카센타,3,광주광역시 북구 군왕로 34(풍향동),,35.1645165,126.931324,1997-10-23,300,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
신성자동차공업사,3,광주광역시 북구 서림로 73(임동),,35.16478614,126.8960083,1997-10-23,396,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
부성카센타,3,광주광역시 북구 부남길15번길 43(문흥동),,35.1892708,126.9264656,1997-10-23,329.3,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
송광카,3,광주광역시 북구 중흥로 52(임동),,35.16466882,126.8999615,1997-11-06,190,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
다이알자동차공업사,3,광주광역시 북구 금호로 112(운암동),,35.17635939,126.8831502,1998-02-03,182,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
쌍둥이자동차공업사,3,광주광역시 북구 효산로 20(용봉동),,35.18235467,126.9130302,1998-02-03,131,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
용봉자동차공업사,3,광주광역시 북구 용주로 62(용봉동),,35.18292694,126.9045027,1998-02-03,158,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
순창자동차공업사,3,광주광역시 북구 중흥로 151-4(중흥동),,35.16226805,126.9106079,1998-02-06,165,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
우정자동차공업사,3,광주광역시 북구 문화소통로 264(우산동),,35.18116075,126.9226746,1998-02-26,155.6,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
남일오토,3,광주광역시 북구 무등로262번길 16(중흥동),,35.16275341,126.9114576,1998-03-06,327,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
성보카센터,3,광주광역시 북구 서암대로 231(중흥동),,35.16760051,126.9091867,1998-03-17,119.99,1,,,,,,,광주광역시 북구청 교통행정과,062-410-8919,2026-04-24
