자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
OK카센타,3,경기도 평택시 송탄로 342-3,경기도 평택시 지산동 862-9,37.074301,127.059263,1900-12-31,77,01,,,,09:00,18:00,031-611-3367,경기도 평택시청,031-8024-4833,2026-03-17
타이어프로,3,경기도 평택시 포승읍 서동대로 1180,경기도 평택시 포승읍 방림리 52-7,36.984148,126.884690,1900-12-31,446,01,,,,09:00,18:00,031-681-8505,경기도 평택시청,031-8024-4833,2026-03-17
안중종합밋션,3,경기도 평택시 포승읍 포승향남로 88,경기도 평택시 포승읍 도곡리 898-9,36.985488,126.872145,1900-12-31,662,01,,,,09:00,18:00,031-684-6782,경기도 평택시청,031-8024-4833,2026-03-17
훈모터스,3,경기도 평택시 평택5로 149,경기도 평택시 비전동 825-3,36.996586,127.107474,1900-12-31,135,01,,,,09:00,18:00,,경기도 평택시청,031-8024-4833,2026-03-17
한국타이어송탄판매,3,경기도 평택시 탄현로 174,경기도 평택시 서정동 830-20,37.068150,127.054650,1900-12-31,100,01,,,,09:00,18:00,031-666-8542,경기도 평택시청,031-8024-4833,2026-03-17
한국카서비스,3,경기도 평택시 만세로 1703-17,경기도 평택시 죽백동 409-32,37.01300041,127.114861,1900-12-31,165,01,,,,09:00,18:00,031-665-6441,경기도 평택시청,031-8024-4833,2026-03-17
삼덕자동차정비공업사,3,경기도 평택시 청북읍 청북산단로 32,경기도 평택시 청북읍 어연리 889-1,37.050351,126.973719,1900-12-31,100,01,,,,09:00,18:00,031-665-5216,경기도 평택시청,031-8024-4833,2026-03-17
보쉬카서비스 바른차,3,경기도 평택시 안중읍 안청로 270,경기도 평택시 안중읍 덕우리 380-17,37.012209,126.917806,1900-12-31,1027,01,,,,09:00,18:00,031-686-8297,경기도 평택시청,031-8024-4833,2026-03-17
넘버원모터스,3,경기도 평택시 송탄로 201,경기도 평택시 서정동 907-2,37.061758,127.058067,1900-12-31,52.26,01,,,,09:00,18:00,,경기도 평택시청,031-8024-4833,2026-03-17
경기자동차정비공업사,3,경기도 평택시 지산1로 89-1,경기도 평택시 지산동 736-7,37.083297,127.058332,1900-12-31,50,01,,,,09:00,18:00,031-664-7630,경기도 평택시청,031-8024-4833,2026-03-17
지명 카 서비스,3,경기도 평택시 비전1로 58,경기도 평택시 비전동 778-4,37.001917,127.090624,1900-12-31,207,01,,,,09:00,18:00,,경기도 평택시청,031-8024-4833,2026-03-17
자동차닥터25시,3,경기도 평택시 진위면 진위서로 60,경기도 평택시 진위면 견산리 506-1,37.107921,127.069483,1900-12-31,50,01,,,,09:00,18:00,031-668-6346,경기도 평택시청,031-8024-4833,2026-03-17
충혼자동차공업사,3,경기도 평택시 평택5로 208,경기도 평택시 비전동 808-9,36.997513,127.101851,1900-12-31,50,01,,,,09:00,18:00,031-654-5218,경기도 평택시청,031-8024-4833,2026-03-17
이화정비카센타,3,경기도 평택시 평택로 169,경기도 평택시 신대동 117-5,37.000029,127.078413,1900-12-31,100,03,2023-05-25,,,09:00,18:00,031-652-1915,경기도 평택시청,031-8024-4833,2026-03-17
우창자동차정비공업사,3,경기도 평택시 점촌1로 25,경기도 평택시 서정동 896-2,37.063059,127.054398,1900-12-31,50,01,,,,09:00,18:00,031-662-6002,경기도 평택시청,031-8024-4833,2026-03-17
광명공업사,3,경기도 평택시 포승읍 포승원정6길 5,경기도 평택시 포승읍 원정리 106-81,37.005678,126.824186,1900-12-31,50,01,,,,09:00,18:00,031-683-5955,경기도 평택시청,031-8024-4833,2026-03-17
구억자동차공업사,3,경기도 평택시 현덕면 현덕로 1291,경기도 평택시 현덕면 도대리 17-120,36.965525,126.917336,1900-12-31,96.57,01,,,,09:00,18:00,031-682-5955,경기도 평택시청,031-8024-4833,2026-03-17
주식회사 서평택자동차공업사,3,경기도 평택시 포승읍 포승서로 70,경기도 평택시 포승읍 도곡리 170-36,36.996741,126.855334,1900-12-31,1011,01,,,,09:00,18:00,031-682-8398,경기도 평택시청,031-8024-4833,2026-03-17
GM 대우자동차안중바로정비,3,경기도 평택시 안중읍 서동대로 1451,경기도 평택시 안중읍 현화리 653-7,36.991352,126.912151,1900-12-31,50,01,,,,09:00,18:00,031-683-6689,경기도 평택시청,031-8024-4833,2026-03-17
엘피스모터스,3,경기도 평택시 포승읍 서동대로 1213,경기도 평택시 포승읍 석정리 1119-23,36.985802,126.8876996,1900-12-31,50,01,,,,09:00,18:00,031-682-7421,경기도 평택시청,031-8024-4833,2026-03-17
차병원,3,경기도 평택시 포승읍 포승공단로 273,경기도 평택시 포승읍 도곡리 717-16,36.987747,126.861918,1900-12-31,50,01,,,,09:00,18:00,031-682-7421,경기도 평택시청,031-8024-4833,2026-03-17
부용카프라자,3,경기도 평택시 팽성읍 부용로31번길 18,경기도 평택시 팽성읍 객사리 151-2,36.964749,127.058688,1900-12-31,50,01,,,,09:00,18:00,031-691-1456,경기도 평택시청,031-8024-4833,2026-03-17
영광ENG,3,경기도 평택시 포승읍 포승향남로 302,경기도 평택시 포승읍 도곡리 175-13,36.994613,126.851386,1900-12-31,3285,01,,,,09:00,18:00,,경기도 평택시청,031-8024-4833,2026-03-17
