자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
현대 동구 서비스,3,울산광역시 동구 화정4길 51(화정동),,35.495786,129.426418,2025-08-12,567,1,,,,,,052-201-4100,울산광역시 동구청,052-209-3723,2026-03-06
스마일모터스,3,울산광역시 동구 방어진순환도로 719(전하동),,35.505800,129.429500,2024-10-24,190,1,,,,,,052-252-3666,울산광역시 동구청,052-209-3723,2026-03-06
타이어대통령 동구점,3,울산광역시 동구 방어진순환도로 511(방어동),,35.488629,129.423026,2024-06-25,599,1,,,,,,052-911-1222,울산광역시 동구청,052-209-3723,2026-03-06
바른타이어,3,울산광역시 동구 대송로 90-1(화정동),,35.5003512,129.4239735,2024-01-05,296,1,,,,,,052-234-1117,울산광역시 동구청,052-209-3723,2026-03-06
성주카,3,울산광역시 동구 진성5길 42(전하동),,35.507830,129.426770,2021-03-16,162,1,,,,,,052-235-9500,울산광역시 동구청,052-209-3723,2026-03-06
이륜차검사소,3,"울산광역시 동구 방어진순환도로 709, 1동 102호(일산동)",,35.504992,129.429442,2020-09-23,556,1,,,,,,052-236-2222,울산광역시 동구청,052-209-3723,2026-03-06
터보모터스,3,울산광역시 동구 꽃바위로 336(방어동),,35.486386,129.4249226,2020-09-11,415,1,,,,,,052-235-3112,울산광역시 동구청,052-209-3723,2026-03-06
SH모터스,3,울산광역시 동구 대송로 76-1(화정동),,35.501436,129.424253,2020-05-25,180,1,,,,,,052-236-1155,울산광역시 동구청,052-209-3723,2026-03-06
타이어달인,3,울산광역시 동구 방어진순환도로 721(전하동),,35.506023,129.4295962332,2020-05-06,757,1,,,,,,052-258-1244,울산광역시 동구청,052-209-3723,2026-03-06
식이카 서비스,3,울산광역시 동구 방어진순환도로 538(방어동),,35.489821,129.4255104436,2020-01-08,815,1,,,,,,052-223-6737,울산광역시 동구청,052-209-3723,2026-03-06
뉴 그린 모터스,3,울산광역시 동구 대송7길 42(화정동),,35.500949,129.419335,2019-03-22,538,1,,,,,,052-234-4880,울산광역시 동구청,052-209-3723,2026-03-06
VIP 모터스,3,울산광역시 동구 녹수8길 71(전하동),,35.515704,129.430851,2018-08-17,112,1,,,,,,052-233-1030,울산광역시 동구청,052-209-3723,2026-03-06
태수정비,3,울산광역시 동구 문현로 17(방어동),,35.486554,129.414849,2017-06-12,339,1,,,,,,052-201-4477,울산광역시 동구청,052-209-3723,2026-03-06
그린정비공업사,3,울산광역시 동구 방어진순환도로 494(방어동),,35.487430,129.421683,2016-07-12,491,1,,,,,,052-201-8288,울산광역시 동구청,052-209-3723,2026-03-06
가비자동차정비,3,울산광역시 동구 방어진순환도로 449(방어동),,35.4876856157,129.4168588673,2015-04-07,429,1,,,,,,052-233-5182,울산광역시 동구청,052-209-3723,2026-03-06
서부오일뱅크,1,울산광역시 동구 꽃바위로 188(방어동),,35.478094,129.412576,2014-01-14,288,1,,,,,,052-251-8943,울산광역시 동구청,052-209-3723,2026-03-06
동울산정비,3,울산광역시 동구 방어진순환도로 448(방어동),,35.4872621498,129.416518,2013-09-11,827,1,,,,,,052-201-0029,울산광역시 동구청,052-209-3723,2026-03-06
현대동구서비스(주),3,울산광역시 동구 방어진순환도로 603(화정동),,35.495669,129.427043,2013-09-11,1356,1,,,,,,052-201-4100,울산광역시 동구청,052-209-3723,2026-03-06
수민정비공업사,3,울산광역시 동구 꽃바위로 238(방어동),,35.481554,129.416103,2013-06-03,176,1,,,,,,052-201-5333,울산광역시 동구청,052-209-3723,2026-03-06
