자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(주)동성모터스 울산지점,2,울산광역시 남구 돋질로 147,울산광역시 남구 신정동 158-5,35.54070053,129.321639,2015-06-22,2800,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
(주)아이언모터스,3,울산광역시 남구 화합로 219,울산광역시 남구 삼산동 1540-10,35.54437413,129.3392969,2006-12-26,1918.46,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
(주)영모터스,3,울산광역시 남구 팔등로 78,울산광역시 남구 신정동 306-27,35.54566605,129.3148722,2011-12-06,1115,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
(주)울산남구모터스,1,울산광역시 남구 꽃대나리로 85,울산광역시 남구 달동 1306-10,35.53366006,129.3393508,2013-08-02,332.7,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
1급강서자동차정비공업사,1,울산광역시 남구 삼호로117번길 2-1,울산광역시 남구 무거동 1220-8,35.54863457,129.2774159,2022-03-23,199.85,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
1급태화강정비,1,울산광역시 남구 삼산로402번길 31,울산광역시 남구 삼산동 1651-7,35.5367619,129.3511805,2001-12-19,81.6,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
24시 카리페어,3,울산광역시 남구 대학로 35,울산광역시 남구 무거동 583-14,35.53910253,129.2560737,2016-09-12,306,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
AP Motors,3,울산광역시 남구 대학로 49-1,울산광역시 남구 무거동 582-13,35.54019011,129.2571381,2022-06-29,501.3,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
AUTO MS,3,울산광역시 남구 두왕로106번길 5-32,울산광역시 남구 선암동 562-1,35.5140834,129.3103391,2015-05-28,142.9,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
B&B모터스,3,울산광역시 남구 남중로 122-1,울산광역시 남구 삼산동 176-22,35.54523972,129.3487372,2022-03-21,1028.84,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
B_BRO MOTORS,3,울산광역시 남구 삼산로392번길 43,울산광역시 남구 삼산동 1654-1,35.53577189,129.3498464,2012-10-08,422.7,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
J 1급 서비스,1,울산광역시 남구 화합로 229,울산광역시 남구 삼산동 1537-11,35.54534955,129.3394673,2018-07-19,130.9,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
JB 119 MOTORS(제이비 일일구 모터스),2,울산광역시 남구 돋질로 350-1,울산광역시 남구 삼산동 1543-6,35.54350784,129.3430644,2017-02-10,112.52,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
KIND MOTORS,3,울산광역시 남구 중앙로128번길 49,울산광역시 남구 달동 945-14,35.53415684,129.320343,2010-07-20,131.2,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
K라온모터스,3,울산광역시 남구 돋질로339번길 30,울산광역시 남구 삼산동 1530-38,35.546558,129.3425781,2024-11-08,132.23,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
SK스피드메이트 무거점,3,울산광역시 남구 삼호로 87-1,울산광역시 남구 무거동 1186-3,35.54926443,129.2740745,2019-03-25,213.57,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
TANK 카부분정비,3,울산광역시 남구 강남로 310,울산광역시 남구 삼산동 1530-1,35.54733382,129.3426517,2014-06-30,98.04,1,,,,,,,울산광역시 남구청,052-226-5944,2026-05-20
