자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
기아자동차㈜ 시흥서비스센터,1,서울특별시 금천구 시흥대로51길 20(시흥동),,37.45237104,126.8983472,1977-10-22,27156,1,,,,,,02-890-2605,서울특별시 금천구청,02-2627-1753,2026-06-22
(주)한국지엠금천서비스센터,1,서울특별시 금천구 시흥대로153길 26(독산동),,37.47782878,126.8969244,1979-05-21,1387,1,,,,,,02-803-8255,서울특별시 금천구청,02-2627-1753,2026-06-22
카세파,1,서울특별시 금천구 범안로 1178(독산동),,37.4663822,126.8927034,1979-06-20,1655,1,,,,,,02-804-3666,서울특별시 금천구청,02-2627-1753,2026-06-22
르노삼성자동차지정정비센터금천정비주식회사,1,서울특별시 금천구 가산로 143(가산동),,37.47789592,126.8909034,1980-04-18,1212,1,,,,,,02-862-5000,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜영남중공업,1,서울특별시 금천구 시흥대로153길 26(독산동),,37.47782878,126.8969244,1998-04-23,4701,1,,,,,,02-855-9966,서울특별시 금천구청,02-2627-1753,2026-06-22
(주)현대오토모터스,1,서울특별시 금천구 두산로 3(독산동),,37.4708401,126.888285,2009-04-30,1879,1,,,,,,02-1588-8297,서울특별시 금천구청,02-2627-1753,2026-06-22
비케이프라임산업㈜,1,서울특별시 금천구 범안로17길 67(독산동),,37.46954684,126.8930335,2011-05-27,1022,1,,,,,,02-858-4729,서울특별시 금천구청,02-2627-1753,2026-06-22
기마자동차검사정비공업사,1,서울특별시 금천구 두산로3길 4(독산동),,37.47069774,126.8893524,2020-11-04,1713.79,1,,,,,,02-855-0103,서울특별시 금천구청,02-2627-1753,2026-06-22
케이씨씨오토㈜,1,서울특별시 금천구 시흥대로 173,,37.44930842,126.9020191,2021-02-17,3918.15,1,,,,,,02-807-2400,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜몬스터팩토리,2,서울특별시 금천구 두산로 47(독산동),,37.47056336,126.893231,1993-06-15,993,1,,,,,,02-841-7799,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜금천서비스,2,서울특별시 금천구 두산로3길 8(독산동),,37.4708146,126.8894102,1996-09-05,560,1,,,,,,02-853-0300,서울특별시 금천구청,02-2627-1753,2026-06-22
복음자동차공업사,2,서울특별시 금천구 범안로 1229(독산동),,37.466712,126.898405,2000-05-19,807,1,,,,,,02-851-0397,서울특별시 금천구청,02-2627-1753,2026-06-22
서일자동차공업사,2,서울특별시 금천구 시흥대로 445(독산동),,37.47342187,126.897866,2001-02-19,460,1,,,,,,02-857-4444,서울특별시 금천구청,02-2627-1753,2026-06-22
오토대안자동차공업사,2,서울특별시 금천구 두산로3길 13(독산동),,37.471132,126.888987,2001-05-21,498,1,,,,,,02-863-7476,서울특별시 금천구청,02-2627-1753,2026-06-22
금천자동차정비센타,2,서울특별시 금천구 범안로 1199(독산동),,37.466694,126.894954,2001-07-12,570,1,,,,,,02-807-1232,서울특별시 금천구청,02-2627-1753,2026-06-22
서울자동차㈜,2,서울특별시 금천구 벚꽃로14길 27(독산동),,37.46580803,126.8914789,2001-11-27,439,1,,,,,,02-808-5566,서울특별시 금천구청,02-2627-1753,2026-06-22
CS자동차정비,2,서울특별시 금천구 두산로 60(독산동),,37.469969,126.8944935,2002-09-03,1079,1,,,,,,02-803-4972,서울특별시 금천구청,02-2627-1753,2026-06-22
진우자동차정비공업사,2,서울특별시 금천구 시흥대로123길 53(독산동),,37.47158879,126.895341,2003-02-14,420,1,,,,,,02-837-3669,서울특별시 금천구청,02-2627-1753,2026-06-22
왕광자동차공업사,2,서울특별시 금천구 두산로 4(독산동),,37.47030296,126.888326,2003-10-30,475,1,,,,,,02-802-1774,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜금천서부자동차,2,서울특별시 금천구 두산로 37(독산동),,37.4706307,126.8919798,2003-11-05,663,1,,,,,,02-861-3590,서울특별시 금천구청,02-2627-1753,2026-06-22
영광자동차공업사,2,서울특별시 금천구 범안로11길 57(독산동),,37.46911936,126.8906241,2005-05-31,518,1,,,,,,02-892-3115,서울특별시 금천구청,02-2627-1753,2026-06-22
DS현대모터스,2,서울특별시 금천구 벚꽃로 172(독산동),,37.47040715,126.8880007,2005-06-07,483,1,,,,,,02-802-8700,서울특별시 금천구청,02-2627-1753,2026-06-22
장인자동차공업사,2,서울특별시 금천구 범안로15길 19(독산동),,37.467322,126.892565,2006-02-28,505,1,,,,,,02-803-6782,서울특별시 금천구청,02-2627-1753,2026-06-22
이삭자동차공업사,2,서울특별시 금천구 두산로5길 24(독산동),,37.4714271,126.8905005,2007-01-31,821,1,,,,,,02-893-0159,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜디에이치오토모빌,2,서울특별시 금천구 두산로 45(독산동),,37.470524,126.892859,2007-03-06,797,1,,,,,,02-830-6200,서울특별시 금천구청,02-2627-1753,2026-06-22
대진자동차공업사,2,서울특별시 금천구 범안로11길 10(독산동),,37.467112,126.891829,2007-05-28,445,1,,,,,,02-893-7233,서울특별시 금천구청,02-2627-1753,2026-06-22
에스제이삼일모터스(주),2,서울특별시 금천구 범안로15길 51(독산동),,37.468638,126.8920762,2007-06-19,617,1,,,,,,02-853-2222,서울특별시 금천구청,02-2627-1753,2026-06-22
CNB모터스,2,서울특별시 금천구 벚꽃로14길 24(독산동),,37.46549786,126.891213,2007-08-08,420,1,,,,,,02-839-8100,서울특별시 금천구청,02-2627-1753,2026-06-22
현대자동차공업사 주식회사,2,서울특별시 금천구 범안로12길 24(독산동),,37.465348,126.891739,2008-02-11,621,1,,,,,,02-808-7430,서울특별시 금천구청,02-2627-1753,2026-06-22
"금천자동차검사,정비센타",2,서울특별시 금천구 시흥대로27길 26(시흥동),,37.4410019,126.902064,2009-05-21,933,1,,,,,,02-893-5579,서울특별시 금천구청,02-2627-1753,2026-06-22
한성자동차공업사,2,서울특별시 금천구 남부순환로 1314-14(독산동),,37.477937,126.8974509,2009-06-17,454,1,,,,,,02-831-1788,서울특별시 금천구청,02-2627-1753,2026-06-22
㈜지온모터스,2,"서울특별시 금천구 서부샛길 732-16, 1층(가산동)",,37.48483901,126.874914,2011-03-16,996,1,,,,,,02-841-7790,서울특별시 금천구청,02-2627-1753,2026-06-22
한일모터스,2,서울특별시 금천구 가산로3길 148(가산동),,37.472138,126.887233,2012-05-29,432,1,,,,,,02-809-7629,서울특별시 금천구청,02-2627-1753,2026-06-22
동해자동차정비,2,서울특별시 금천구 두산로7길 10(독산동),,37.470809,126.891918,2013-03-04,517,1,,,,,,02-851-4972,서울특별시 금천구청,02-2627-1753,2026-06-22
