자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
세진기업(주),1,전라남도 순천시 팔마로 207(덕암동),,34.941161,127.5094554,1967-12-01,1386,1,,,,,,061-744-2040,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
동진자동차정비공업사,1,전라남도 순천시 충효로 5(덕암동),,34.94075694,127.5108199,1993-09-20,1092,1,,,,,,061-741-2727,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
우리자동차공업사,1,전라남도 순천시 순광로 146(조례동),,34.96016303,127.5356495,1994-03-02,2176,1,,,,,,061-723-3788,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
팔마자동차정비공업사,1,전라남도 순천시 양율길 71(야흥동),,34.911838,127.4836305,1994-06-07,1791,1,,,,,,061-742-0077,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
순천자동차공업사,1,전라남도 순천시 서면 동산길 30,,35.00646057,127.4770043,1994-08-09,1716,1,,,,,,061-755-0074,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
남도자동차공업사,1,전라남도 순천시 녹색로 1337(인월동),,34.90040254,127.4829736,1995-02-17,2085,1,,,,,,061-742-6300,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
주)지엠대우 순천정비사업소,1,전라남도 순천시 산단2길 107(용당동),,34.97997333,127.5036164,1995-07-13,3930,1,,,,,,061-755-8272,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
동부자동차공업사,1,전라남도 순천시 순광로 180(조례동),,34.96182399,127.5392549,1995-10-31,3005,1,,,,,,061-721-6010,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
순천만모터스㈜,1,전라남도 순천시 서면 순천로 623,,35.03108858,127.4455216,1995-11-24,1134,1,,,,,,061-755-7000,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
(주)서면자동차공업사,1,전라남도 순천시 서면 순천로 76,,34.99660342,127.4884755,1996-06-27,3492,1,,,,,,061-755-3630,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
동명자동차공업사,1,전라남도 순천시 원연향길 16(연향동),,34.93485569,127.5213898,1998-04-02,4021,1,,,,,,061-744-3135,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
광림자동차공업사,1,전라남도 순천시 해룡면 여순로 1311-4,,34.90105857,127.5513071,1999-09-01,2803,1,,,,,,061-723-4381,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
대안자동차정비공업사,1,전라남도 순천시 해룡면 여순로 1712,,34.9245547,127.5241368,2001-08-30,1202,1,,,,,,061-723-4980,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
(주)금당자동차공업사,1,전라남도 순천시 비례골길 80(조례동),,34.9598131,127.5363879,2001-10-06,2152,1,,,,,,061-724-0011,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
쌍용자동차순천정비사업소,1,전라남도 순천시 비례골길 82(조례동),,34.9602397,127.5370676,2001-10-30,2289,1,,,,,,061-723-8512,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
영익모터스,1,전라남도 순천시 우석로 41(덕월동),,34.93239259,127.4896962,2002-04-03,1002,1,,,,,,061-743-6375,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
1급효천종합자동차정비공업사,1,전라남도 순천시 녹색로 1332(인월동),,34.8996204,127.4838492,2002-10-31,6957,1,,,,,,061-744-8266,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
서순천서비스㈜,1,전라남도 순천시 이수로 186(생목동),,34.949537,127.5060794,2004-02-23,1000,1,,,,,,061-743-1414,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
산단자동차정비 주식회사,1,전라남도 순천시 해룡면 여순로 1158,,34.89188228,127.5641964,2004-07-31,1122,1,,,,,,061-723-9229,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
순천교통공업사,1,전라남도 순천시 중앙로 491-6(가곡동),,34.98898507,127.4887099,2004-11-25,1319,1,,,,,,061-753-6267,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
㈜동양,1,전라남도 순천시 서면 매천로 375,,34.98792066,127.5448885,2007-05-21,3407,1,,,,,,061-755-2602,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
중앙자동차1급정비,1,전라남도 순천시 연자로 37(동외동),,34.95588023,127.4884315,2008-09-05,1300,1,,,,,,061-751-8572,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
부림공업사,1,전라남도 순천시 해룡면여순로1424,,34.90985389,127.5464792,2011-11-02,1064,1,,,,,,061-742-2262,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
르노삼성순천정비사업소,1,전라남도 순천시 서면 백강로563,,34.98116558,127.5180266,2012-04-16,1820,1,,,,,,061-755-8572,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
유한회사 1급조은정비공업사,1,전라남도 순천시 신월길 103(조례동),,34.961108,127.5193026,2012-06-14,1249,1,,,,,,061-723-5123,전라남도 순천시청 교통관리과,061-749-5926,2025-05-19
