자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(주)선광모터스 예산센터,1,충청남도 예산군 응봉면 응봉로 98,충청남도 예산군 응봉면 노화리 93-1,36.65482739,126.76193840,2017-09-21,3826,1,,,,09:00,18:00,041-404-7241,충청남도 예산군청,041-339-7667,2026-06-05
유로모터스,1,충청남도 예산군 오가면 오가중앙로 77,충청남도 예산군 오가면 역탑리 190-4,36.68785528,126.79889600,2016-03-08,7063,1,,,,09:00,18:00,041-332-6566,충청남도 예산군청,041-339-7667,2026-06-05
쌍송자동차공업사,1,충청남도 예산군 예산읍 예산로 315,충청남도 예산군 예산읍 향천리 199-2,36.68042582,126.85946790,2014-07-14,1507,1,,,,09:00,18:00,041-332-8675,충청남도 예산군청,041-339-7667,2026-06-05
북예산서비스 기아오토큐,1,충청남도 예산군 예산읍 충서로 1122-7(외4필지),충청남도 예산군 예산읍 석양리 44-1(외4필지),36.70757993,126.83190180,2012-01-11,5936,1,,,,09:00,18:00,041-331-3330,충청남도 예산군청,041-339-7667,2026-06-05
삽교자동차정비센타,1,충청남도 예산군 삽교읍 윤봉길로 1549,충청남도 예산군 삽교읍 두리 706-13,36.69105117,126.74227220,2004-06-30,3257,1,,,,09:00,18:00,041-338-9988,충청남도 예산군청,041-339-7667,2026-06-05
남예산서비스기아오토큐(주),1,충청남도 예산군 예산읍 금오대로 133-10,충청남도 예산군 예산읍 산성리 82-2,36.69018007,126.84297730,2004-06-30,1064,1,,,,09:00,18:00,041-332-6264,충청남도 예산군청,041-339-7667,2026-06-05
동부자동차정비공업사,1,충청남도 예산군 예산읍 예산산업단지로 8-7,충청남도 예산군 예산읍 주교리 524-5,36.68396137,126.81602240,2004-06-30,1658,1,,,,09:00,18:00,041-335-9911,충청남도 예산군청,041-339-7667,2026-06-05
대우트럭예산정비사업소(주),1,충청남도 예산군 예산읍 충서로 1298,충청남도 예산군 예산읍 창소리 386,36.72307769,126.83217080,2004-06-28,12964,1,,,,09:00,18:00,041-335-3371,충청남도 예산군청,041-339-7667,2026-06-05
예산자동차정비공장,1,충청남도 예산군 예산읍 신례원로 103,충청남도 예산군 예산읍 신례원리 572-5,36.71935507,126.83870890,2004-06-28,3230,1,,,,09:00,18:00,041-334-4955,충청남도 예산군청,041-339-7667,2026-06-05
덕진자동차공업사,1,충청남도 예산군 삽교읍 충의로 138,충청남도 예산군 삽교읍 송산리 80-15,36.69689765,126.68436220,2004-06-28,5334,1,,,,09:00,18:00,041-338-7744,충청남도 예산군청,041-339-7667,2026-06-05
일일구공업사,1,충청남도 예산군 신암면 오신로 837,충청남도 예산군 신암면 용궁리 142-9,36.74116253,126.81185250,2004-06-28,1000,1,,,,09:00,18:00,041-331-1811,충청남도 예산군청,041-339-7667,2026-06-05
(주)천지인터내셔널트럭,1,충청남도 예산군 봉산면 예덕로 396,충청남도 예산군 봉산면 효교리 143-18,36.73266088,126.69529560,2004-06-28,3411,1,,,,09:00,18:00,041-337-7665,충청남도 예산군청,041-339-7667,2026-06-05
오가자동차정비공업사,2,충청남도 예산군 오가면 원천오촌길 22,충청남도 예산군 오가면 역탑리 207-2,36.69006946,126.79526040,2017-08-17,660,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
명진카독크,2,충청남도 예산군 덕산면 덕산온천로 406-16,충청남도 예산군 덕산면 신평리 416-13,36.70126677,126.66700850,2004-06-28,1650,1,,,,09:00,18:00,041-337-3826,충청남도 예산군청,041-339-7667,2026-06-05
디와이충남영업소,3,충청남도 예산군 오가면 원천오촌길 94,충청남도 예산군 오가면 원천리 613,36.69605285,126.79485880,2025-12-15,855,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
올바른 공임,3,"충청남도 예산군 덕산면 덕산온천로 413-26, 102동 1302호(써니밸리아파트)","충청남도 예산군 덕산면 읍내리 200-1, 102동 1302호(덕산써니벨리아파트)",36.70425148,126.66584560,2025-01-06,1539,1,,,,09:00,18:00,041-337-8202,충청남도 예산군청,041-339-7667,2026-06-05
한국공업사,3,충청남도 예산군 응봉면 충서로 235,충청남도 예산군 응봉면 증곡리 371-8,36.66141531,126.76894710,2024-07-16,647,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
둘리 카 크리닉,3,충청남도 예산군 예산읍 역전로46번길 9,충청남도 예산군 예산읍 주교리 264-14,36.68308584,126.83009910,2020-06-11,320,1,,,,09:00,18:00,041-332-5109,충청남도 예산군청,041-339-7667,2026-06-05
제이씨오토,3,충청남도 예산군 예산읍 발연로 60-5,충청남도 예산군 예산읍 발연리 117,36.69745035,126.83565010,2019-11-12,455,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
예산한국타이어,3,충청남도 예산군 예산읍 벚꽃로 193,충청남도 예산군 예산읍 발연리 127-3,36.69760269,126.83710410,2019-11-07,672,1,,,,09:00,18:00,041-334-1131,충청남도 예산군청,041-339-7667,2026-06-05
수레카서비스,3,충청남도 예산군 삽교읍 도청대로 835,충청남도 예산군 삽교읍 신리 313-80,36.67713448,126.67215950,2019-02-28,529,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
성신카센타,3,충청남도 예산군 삽교읍 윤봉길로 1700,충청남도 예산군 삽교읍 방아리 148-8,36.68735491,126.75797870,2018-07-27,446,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
형제자동차공업사,3,충청남도 예산군 삽교읍 삽교로1길 36,충청남도 예산군 삽교읍 두리 577-3,36.68923122,126.73819330,2017-01-04,737,1,,,,09:00,18:00,041-338-8749,충청남도 예산군청,041-339-7667,2026-06-05
K.B모터스,3,충청남도 예산군 오가면 오가중앙로 131,충청남도 예산군 오가면 역탑리 125-9,36.68529578,126.80362020,2016-10-07,334,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
동광부분정비공업사,3,충청남도 예산군 예산읍 충서로 1258,충청남도 예산군 예산읍 창소리 421-5,36.72013942,126.83226340,2016-05-11,208,1,,,,09:00,18:00,041-334-9401,충청남도 예산군청,041-339-7667,2026-06-05
케이지모빌리티 예산서비스프라자,3,충청남도 예산군 예산읍 벚꽃로 98-4,충청남도 예산군 예산읍 산성리 130-65,36.68921323,126.83606800,2015-09-25,312,1,,,,09:00,18:00,041-331-5582,충청남도 예산군청,041-339-7667,2026-06-05
아이모터스,3,충청남도 예산군 오가면 신장원평길 267,충청남도 예산군 오가면 역탑리 73-5,36.68396462,126.80568040,2015-09-08,574,1,,,,09:00,18:00,041-331-9982,충청남도 예산군청,041-339-7667,2026-06-05
인성카(카맨샵 충남도청점),3,충청남도 예산군 덕산면 신평2길 27,충청남도 예산군 덕산면 신평리 11-7,36.69607851,126.66631450,2015-07-14,725,1,,,,09:00,18:00,041-337-4847,충청남도 예산군청,041-339-7667,2026-06-05
태광모터스,3,충청남도 예산군 예산읍 금오대로 154-5,충청남도 예산군 예산읍 산성리 94-12,36.68815487,126.84190870,2015-03-17,230,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
타이어샵,3,충청남도 예산군 삽교읍 도청대로 1195,충청남도 예산군 삽교읍 상하리 487-7,36.70794100,126.67266880,2014-07-16,125,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
오토오아시스 예산점,3,충청남도 예산군 예산읍 벚꽃로 209,충청남도 예산군 예산읍 석양리 248-21,36.69923509,126.83723560,2013-06-07,218,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
현대카센타,3,충청남도 예산군 광시면 예당로 134-3,충청남도 예산군 광시면 하장대리 10-5,36.54657646,126.77500190,2013-03-22,105,1,,,,09:00,18:00,041-332-9005,충청남도 예산군청,041-339-7667,2026-06-05
토탈카서비스,3,충청남도 예산군 덕산면 예덕로 41,충청남도 예산군 덕산면 읍내리 316-3,36.70736151,126.67100690,2013-01-30,790,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
한양카 세차장,3,충청남도 예산군 예산읍 예산로 307-3,충청남도 예산군 예산읍 향천리 195-20,36.68093482,126.85856830,2012-10-26,200,1,,,,09:00,18:00,041-333-4058,충청남도 예산군청,041-339-7667,2026-06-05
한국타이어신례원점,3,충청남도 예산군 예산읍 충서로 1622,충청남도 예산군 예산읍 간양리 267-1,36.73829743,126.85894250,2012-06-26,826,1,,,,09:00,18:00,041-334-2102,충청남도 예산군청,041-339-7667,2026-06-05
예산오토,3,충청남도 예산군 삽교읍 충의로 671-6 외1필지,충청남도 예산군삽교읍두리446-6 외1필지,36.69089275,126.73863580,2012-05-21,641,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
금호타이어 신례원대리점,3,충청남도 예산군 예산읍 벚꽃로 327,충청남도 예산군 예산읍 관작리 250,36.70979722,126.83992160,2012-04-16,2034,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
오토랜드,3,충청남도 예산군 예산읍 충서로 1605,충청남도 예산군 예산읍 궁평리 86,36.73742233,126.85714650,2010-09-13,337,1,,,,09:00,18:00,041-334-3688,충청남도 예산군청,041-339-7667,2026-06-05
명품모터스,3,충청남도 예산군 오가면 윤봉길로 1983-42,충청남도 예산군 오가면역탑리463-56,36.68809410,126.78448820,2010-02-23,925,1,,,,09:00,18:00,041-000-0000,충청남도 예산군청,041-339-7667,2026-06-05
정일카,3,충청남도 예산군 예산읍 신례원로 66,충청남도 예산군 예산읍 관작리 309-3,36.71669435,126.83683930,2006-06-22,767,1,,,,09:00,18:00,041-334-8886,충청남도 예산군청,041-339-7667,2026-06-05
승리카센타,3,충청남도 예산군 예산읍 충서로 890,충청남도 예산군 예산읍 산성리 375,36.68728150,126.82757780,2006-03-03,100,1,,,,09:00,18:00,041-333-8827,충청남도 예산군청,041-339-7667,2026-06-05
하나카센타,3,충청남도 예산군 덕산면 도청대로 1171,충청남도 예산군 덕산면 읍내리 304-1,36.70592071,126.67252260,2006-01-05,415,1,,,,09:00,18:00,041-337-0074,충청남도 예산군청,041-339-7667,2026-06-05
가나안카센타,3,충청남도 예산군 덕산면 수암산로 26,충청남도 예산군 덕산면 읍내리 180,36.70189680,126.66815480,2005-11-23,110,1,,,,09:00,18:00,041-338-5161,충청남도 예산군청,041-339-7667,2026-06-05
대산카센타,3,충청남도 예산군 예산읍 신례원로 248-2,충청남도 예산군 예산읍 신례원리 240-57,36.72953157,126.84832010,2004-12-26,161,1,,,,09:00,18:00,041-335-5239,충청남도 예산군청,041-339-7667,2026-06-05
금호모터스,3,충청남도 예산군 예산읍 발연로 67,충청남도 예산군 예산읍 발연리 130-7,36.69849217,126.83657030,2004-07-21,750,1,,,,09:00,18:00,041-333-8203,충청남도 예산군청,041-339-7667,2026-06-05
스피드메이트,3,충청남도 예산군 예산읍 예산로 126,충청남도 예산군 예산읍 예산리 722-13,36.67870015,126.83896750,2004-07-21,427,1,,,,09:00,18:00,041-335-4949,충청남도 예산군청,041-339-7667,2026-06-05
명신공업사,3,충청남도 예산군 덕산면 수암산로 30,충청남도 예산군 덕산면 읍내리 169-11,36.70154619,126.66829300,2004-06-30,156,1,,,,09:00,18:00,041-337-5166,충청남도 예산군청,041-339-7667,2026-06-05
고향모터스,3,충청남도 예산군 대술면 대술로 120-1,충청남도 예산군 대술면 화천리 966-28,36.65477365,126.89291000,2004-06-30,151,1,,,,09:00,18:00,041-333-9798,충청남도 예산군청,041-339-7667,2026-06-05
온천카랜드,3,충청남도 예산군 덕산면 덕산온천로 310,충청남도 예산군 덕산면 신평리 251-7,36.69449027,126.66222350,2004-06-30,475,1,,,,09:00,18:00,041-338-0606,충청남도 예산군청,041-339-7667,2026-06-05
