자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
합동카인테리어,3,대전광역시 중구 오류로 82(오류동),대전광역시 중구 오류동 184-20,36.32767514,127.4030219,1997-09-10,382.54,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
동현카센타,3,대전광역시 중구 문화로 275-24(문화동),대전광역시 중구 문화동 1-199,36.3190359,127.4148186,1997-11-19,245,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
JM카서비스,3,대전광역시 중구 문화로33번길 5(산성동),대전광역시 중구 산성동 144-5,36.31052004,127.3895333,1998-02-20,147,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
유일부분정비,3,대전광역시 중구 오류로 100(오류동),대전광역시 중구 오류동 189-21,36.32922571,127.4023508,1998-03-02,176,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
문화카클리닉,3,대전광역시 중구 보문산로 187-1(문화동),대전광역시 중구 문화동 583-21,36.30613444,127.401115,1998-04-13,190.4,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
애니카랜드중촌점,3,대전광역시 중구 대종로 627(중촌동),대전광역시 중구 중촌동 396-1,36.33693348,127.4153103,1998-05-02,283,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
시온사부분정비공업사,3,대전광역시 중구 유등천동로 598(태평동),대전광역시 중구 태평동 350-5,36.33238246,127.3971471,1998-05-02,270,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대흥자동차정비공업사,3,대전광역시 중구 문창로 93(문창동),대전광역시 중구 문창동 37-12,36.32126253,127.4321968,1998-05-08,73,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
현대카클리닉문화점,3,대전광역시 중구 산성로 138(문화동),대전광역시 중구 문화동 388-10,36.31184383,127.4020124,1998-05-12,291,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
금탑카에어컨,3,대전광역시 중구 수침로 92(태평동),대전광역시 중구 태평동 257-4,36.327770,127.3997291,1998-06-29,380.4,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
천하카수리센타,3,대전광역시 중구 대전천서로 329(문창동),대전광역시 중구 문창동 3-9,36.31980947,127.4364391,1998-09-25,101.5,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
세일카서비스,3,대전광역시 중구 대종로 117(옥계동),대전광역시 중구 옥계동 17-2,36.30264152,127.4507076,1998-09-25,192,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
로얄카종합서비스,3,대전광역시 중구 동서대로 1430(선화동),대전광역시 중구 선화동 155-5,36.33541108,127.4148299,1998-09-29,239,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대성종합카센타,3,대전광역시 중구 신기로 6(석교동),대전광역시 중구 석교동 86-23,36.30686247,127.448046,1998-11-10,557.8,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
금호타이어오토마스타,3,대전광역시 중구 어덕마을로 4(용두동),대전광역시 중구 용두동 139-1,36.33205029,127.4015964,1998-11-17,118,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
성문카센타,3,대전광역시 중구 대종로224번길 33(석교동),대전광역시 중구 석교동 57-1,36.31060702,127.4427799,1998-11-23,444,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
삼영카서비스,3,대전광역시 중구 대전천서로 651(중촌동),대전광역시 중구 중촌동 118-2,36.34049329,127.4128432,1998-11-30,107,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
타이어테크 대전점,3,대전광역시 중구 동서대로 1289(오류동),대전광역시 중구 오류동 189-20,36.32822134,127.4028633,1999-02-23,418.7,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
덕성카인테리어,3,대전광역시 중구 보문로 173-1(대흥동),대전광역시 중구 대흥동 110-7,36.31841713,127.4250156,1999-02-23,227,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대성카센타,3,대전광역시 중구 대종로 54(옥계동),대전광역시 중구 옥계동 50-36,36.29826452,127.4555277,1999-03-13,397,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
영남카센타,3,대전광역시 중구 충무로 113(대사동),대전광역시 중구 대사동 69-65,36.31874742,127.4294239,1999-03-23,165,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
만능카인테리어,3,대전광역시 중구 계룡로 934-15(대사동),대전광역시 중구 대사동 248-334,36.31919016,127.4158434,1999-03-27,145,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
제일카센타,3,대전광역시 중구 대둔산로 451-1(산성동),대전광역시 중구 산성동 165-17,36.30964869,127.3875915,1999-05-11,288,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
성현모터스,3,대전광역시 중구 당디로 18(산성동),대전광역시 중구 산성동 334-15,36.30674737,127.3945239,1999-08-16,153,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
한밭세차장,3,대전광역시 중구 대종로 239(석교동),대전광역시 중구 석교동 9-12,36.30969417,127.4410119,1999-09-14,454,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
유진자동차,3,대전광역시 중구 당디로 92(유천동),대전광역시 중구 유천동 334-13,36.3132148,127.3922459,1999-09-14,760.7,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대구전기,3,대전광역시 중구 대전천서로 653-9(중촌동),대전광역시 중구 중촌동 118-7,36.34031421,127.4127195,1999-10-18,86,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
선일카세차장,3,대전광역시 중구 선화서로 32(선화동),대전광역시 중구 선화동 372-1,36.3266761,127.4189557,1999-11-02,391.7,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대성카센타,3,대전광역시 중구 대종로 348(부사동),대전광역시 중구 부사동 94-25,36.31675474,127.4330967,2000-07-07,198,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
동일카모터스,3,대전광역시 중구 산성로 54(산성동),대전광역시 중구 산성동 334-4,36.30702672,127.3947478,2000-07-20,583,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
백승카서비스,3,대전광역시 중구 대종로 199(석교동),대전광역시 중구 석교동 97-12,36.30791354,127.444878,2000-08-21,93,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
평제모터스,3,대전광역시 중구 대종로 626(중촌동),대전광역시 중구 중촌동 391-8,36.33713252,127.4158372,2000-11-11,167.9,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
태승카,3,"대전광역시 중구 대전천서로 363, 가동(문창동)",대전광역시 중구 문창동 10-23,36.32240369,127.4344831,2000-11-30,162,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
창대오토카센타,3,대전광역시 중구 선화서로113번길 5,대전광역시 중구 선화동 248-22,36.3331322,127.4149837,2001-03-14,190,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대양세차장,3,대전광역시 중구 태평로 157(태평동),대전광역시 중구 태평동 348-3,36.33051124,127.3965823,2001-04-26,347.1,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
미래카서비스,3,대전광역시 중구 보문로 134(부사동),대전광역시 중구 부사동 211-24,36.31539325,127.4277106,2001-08-17,277,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
이수모터스,3,대전광역시 중구 대종로 754(중촌동),대전광역시 중구 중촌동 224-5,36.34482715,127.4050172,2001-09-04,1443,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
서부카센타,3,대전광역시 중구 대둔산로 469(산성동),대전광역시 중구 산성동 142-3,36.3110179,127.3881875,2001-11-07,414,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
금룡카센타,3,대전광역시 중구 어덕마을로 57(용두동),대전광역시 중구 용두동 186-4,36.33655347,127.4030932,2001-12-14,228,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
신나라카월드,3,대전광역시 중구 수침로55번길 24(태평동),대전광역시 중구 태평동 265-11,36.32510992,127.3994556,2001-12-28,137.6,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
송원카센타,3,대전광역시 중구 유천로48번길 71(유천동),대전광역시 중구 유천동 127-59,36.3180277,127.4018598,2002-02-01,72,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
국제종합카정비,3,대전광역시 중구 유천로 25(유천동),대전광역시 중구 유천동 267-39,36.31486941,127.3984445,2002-04-01,189.1,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
(주)대창기업,3,대전광역시 중구 유등천동로324번길 6(산성동),대전광역시 중구 산성동 142-6,36.31136269,127.3880776,2002-04-19,2987,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
태평카센타,3,대전광역시 중구 수침로 69(태평동),대전광역시 중구 태평동 264-3,36.32582174,127.3999194,2002-05-17,84,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
영광카센타,3,대전광역시 중구 문화로 95(유천동),대전광역시 중구 유천동 273-16,36.31226031,127.3962782,2002-06-24,99,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
남양카인테리어,3,대전광역시 중구 대종로334번길 15(부사동),대전광역시 중구 부사동 97-9,36.315944,127.4342506,2002-07-09,135.27,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
뚝방카센타,3,대전광역시 중구 대전천서로 323(문창동),대전광역시 중구 문창동 3-19,36.31931484,127.4366523,2002-10-01,76.8,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
대진카센타,3,대전광역시 중구 어덕마을로 113(중촌동),대전광역시 중구 중촌동 274,36.3408681,127.4063195,2002-10-11,150,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
스피드카써비스,3,대전광역시 중구 문화로 36(산성동),대전광역시 중구 산성동 132-1,36.31013541,127.3899485,2002-10-25,174,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
서현카센타,3,대전광역시 중구 대종로 628(중촌동),대전광역시 중구 중촌동 391-23,36.33721556,127.4155417,2002-10-28,492.2,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
삼륜 카 모터스,3,대전광역시 중구 태평로44번길 56(유천동),대전광역시 중구 유천동 318-1,36.32133381,127.3959605,2002-11-05,518,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
우정카센타,3,대전광역시 중구 유천로17번길 123(유천동),대전광역시 중구 유천동 286-1,36.31245321,127.3923855,2002-12-20,207.3,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
애니카랜드 한밭점,3,대전광역시 중구 충무로 117(대사동),대전광역시 중구 대사동 63-17,36.31887151,127.4297768,2002-12-23,516,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
안영자동차정비사업소,3,"대전광역시 중구 대둔산로128번길 2(안영동, (277, 278번지))",대전광역시 중구 안영동 277,36.28231876,127.3763437,2002-12-30,830,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
쌍용카센타,3,대전광역시 중구 대종로224번길 17(석교동),대전광역시 중구 석교동 57-33,36.3101303,127.442901,2003-02-26,80,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
오토매니아,3,대전광역시 중구 계백로 1572-1(유천동),대전광역시 중구 유천동 305-6,36.31745057,127.3948875,2003-03-12,251.6,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
하이테크카프라자,3,대전광역시 중구 유천로 53(유천동),대전광역시 중구 유천동 212-19,36.31728868,127.3976184,2003-07-28,219.9,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
명동모터스,3,대전광역시 중구 대종로 559(선화동),대전광역시 중구 선화동 136-1,36.33259048,127.4206612,2003-08-12,139.2,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
뉴마스터자동차서비스,3,대전광역시 중구 대둔산로 310-55(사정동),대전광역시 중구 사정동 405-8,36.2963917,127.3856899,2003-08-26,90.18,1,,,,,,,대전광역시 중구청,042-606-6893,2025-07-13
