자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(주)화석자동차,01,인천광역시 미추홀구 아암대로227번길 38(학익동),인천광역시 미추홀구 학익동 587-368,37.44168525,126.6358712,2000-04-24,306,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
(주)인천자동차공업사,01,인천광역시 미추홀구 아암대로253번길 74(학익동),인천광역시 미추홀구 학익동 587-79,37.44042637,126.6380615,2004-02-11,1551,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
21세기자동차,01,인천광역시 미추홀구 석정로333번길 2(도화동),인천광역시 미추홀구 도화동 120-34,37.46814719,126.6721851,2004-05-11,1000,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
태원자동차중기공업사,01,인천광역시 미추홀구 아암대로253번길 50(학익동),인천광역시 미추홀구 학익동 587-82,37.4400143,126.636814,2005-06-10,1047.2,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
우영자동차,01,인천광역시 미추홀구 아암대로227번길 38(학익동),인천광역시 미추홀구 학익동 587-368,37.44168525,126.6358712,2005-10-31,524.6,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
주안현대서비스주식회사,01,인천광역시 미추홀구 경원대로 922(주안동),인천광역시 미추홀구 주안동 35-20,37.46495129,126.6908323,2006-08-09,579.67,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
(합자)세기자동차,01,인천광역시 미추홀구 아암대로253번길 35(학익동),인천광역시 미추홀구 학익동 587-71,37.44109275,126.6354501,2007-05-02,2556.4,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
(주)제일자동차공업사,01,인천광역시 미추홀구 아암대로253번길 31(학익동),인천광역시 미추홀구 학익동 587-68,37.44106475,126.6344947,2008-06-12,2121.58,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
화석모터스,01,인천광역시 미추홀구 아암대로227번길 38(학익동),인천광역시 미추홀구 학익동 587-368,37.44168525,126.6358712,2008-07-01,1485,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
기아(주) 인천서비스센터,01,인천광역시 미추홀구 경인로 309(도화동),인천광역시 미추홀구 도화동 378-15,37.46025611,126.6752324,2009-03-30,12781.63,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
유너모터스(주),01,인천광역시 미추홀구 염전로 381(주안동),인천광역시 미추홀구 주안동 1412-54,37.47001175,126.682656,2009-04-03,1000,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
정진자동차공업사,01,인천광역시 미추홀구 염전로 136(도화동),인천광역시 미추홀구 도화동 939,37.47903812,126.6577047,2009-07-29,498.6,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
(주)365모터스,01,인천광역시 미추홀구 장고개로 30(도화동),인천광역시 미추홀구 도화동 116-1,37.47091487,126.6672733,2012-07-19,985.11,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
성진자동차공업사,01,인천광역시 미추홀구 노적산로 21(학익동),인천광역시 미추홀구 학익동 493-9,37.44260722,126.652731,2014-04-10,1174.5,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
주식회사 에이제이모터스,01,인천광역시 미추홀구 염전로201번길 74(도화동),인천광역시 미추홀구 도화동 744-6,37.47664163,126.6686101,2014-07-15,1231.12,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
나라자동차정비공업사,01,인천광역시 미추홀구 매소홀로 280(학익동),인천광역시 미추홀구 학익동 493-6,37.44403037,126.6535632,2015-08-17,1330.85,01,,,,,,,인천광역시 미추홀구청,032-880-4531,2025-11-01
