자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
창영자동차공업사,1,전라남도 강진군 강진읍 해강로 974,전라남도 강진군 강진읍 영파리 227,34.59734413,126.7342162,2005-07-21,1752,1,,,,09:00,18:00,061-434-5790,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
강진점기아오토큐,1,전라남도 강진군 강진읍 해강로 1404,전라남도 강진군 강진읍 학명리 710,34.62944859,126.7574683,2006-03-01,1120,1,,,,09:00,18:00,061-433-7337,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
내동네카센타,1,전라남도 강진군 신전면 백도로 1555,전라남도 강진군 신전면 용월리 724-53,34.51504613,126.7214485,2008-08-06,472,1,,,,09:00,18:00,061-433-4166,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
한국자동차공업사,1,전라남도 강진군 강진읍 보은로 205,전라남도 강진군 강진읍 동성리 35-9,34.64162264,126.7793956,2008-11-13,331,1,,,,09:00,18:00,061-433-6644,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
요셉카센타,1,전라남도 강진군 마량면 미항로 6,전라남도 강진군 마량면 마량리 1161-1,34.45977962,126.814523,2012-03-22,1477,1,,,,09:00,18:00,061-433-0909,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
고속타이어카센터,1,전라남도 강진군 강진읍 남당로 94,전라남도 강진군 강진읍 남포리 36-1,34.62541409,126.7692534,2013-03-25,1127,1,,,,09:00,18:00,061-434-4787,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
대영공업사,1,전라남도 강진군 강진읍 송계로 10,전라남도 강진군 강진읍 서성리 344-4,34.63352013,126.7600787,2013-05-01,1127,1,,,,09:00,18:00,061-430-3941,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
쌍용자동차강진서비스프라자,1,전라남도 강진군 강진읍 중앙로 18,전라남도 강진군 강진읍 평동리 276-16,34.6332834,126.7621404,2017-01-31,450,1,,,,09:00,18:00,061-432-5582,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
신흥카센타,1,전라남도 강진군 강진읍 보은로 109,전라남도 강진군 강진읍 남성리 23-23,34.63661638,126.7707667,1998-06-29,522.5,1,,,,09:00,18:00,061-434-0027,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
로켓트공업사,1,전라남도 강진군 강진읍 보은로 152,전라남도 강진군 강진읍 동성리 66,34.63820196,126.7749033,1999-01-29,591.4,1,,,,09:00,18:00,061-433-3839,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
대호오토부분정비공업사,1,전라남도 강진군 신전면 백도로 1573,전라남도 강진군 신전면 수양리 165-12,34.5165554,126.7211813,1999-07-10,311,1,,,,09:00,18:00,061-434-3917,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
만도카센타,1,전라남도 강진군 강진읍 보은로 197,전라남도 강진군 강진읍 동성리 34-8,34.64132533,126.7784933,1999-08-12,331,1,,,,09:00,18:00,061-433-0365,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
원진자동차정비공업사,1,전라남도 강진군 강진읍 보은로2길 2,전라남도 강진군 강진읍 남성리 28-25,34.6373288,126.7719251,1999-08-12,198.4,1,,,,09:00,18:00,061-434-4031,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
강진현대공업사,1,전라남도 강진군 강진읍 보은로 199,전라남도 강진군 강진읍 동성리 34-6,34.6412873,126.7788469,1999-08-20,203.9,1,,,,09:00,18:00,061-433-1887,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
남선자동차정비공업사,1,전라남도 강진군 성전면 송계로 864,전라남도 강진군 성전면 성전리 640-1,34.6891433,126.7122932,1999-09-01,591,1,,,,09:00,18:00,061-432-2145,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
다솜자동차공업사,1,전라남도 강진군 강진읍 중앙로 9,전라남도 강진군 강진읍 서성리 338-3,34.63324457,126.7611744,1999-10-03,331,1,,,,09:00,18:00,061-430-3941,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
청자골자동차공업사,1,전라남도 강진군 강진읍 보은로 102,전라남도 강진군 강진읍 평동리 3-27,34.63587266,126.770267,2000-04-07,553.3,1,,,,09:00,18:00,061-434-2830,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
강진점현대자동차,1,전라남도 강진군 강진읍 금릉2길 2,전라남도 강진군 강진읍 평동리 116-3,34.6341148,126.7673534,2000-09-26,493.2,1,,,,09:00,18:00,061-433-8204,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
그린자동차공업사,1,전라남도 강진군 군동면 까치내로 4,전라남도 강진군 군동면 호계리 439-5,34.6436495,126.7888532,2002-01-21,300,1,,,,09:00,18:00,061-434-0003,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
월드 자동차 부분정비,1,전라남도 강진군 강진읍 보은로 106,전라남도 강진군 강진읍 평동리 158-7,34.63614054,126.7708567,2002-06-17,363,1,,,,09:00,18:00,061-430-3941,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
금릉카센터,1,전라남도 강진군 칠량면 청자로 747,전라남도 강진군 칠량면 영복리 303-6,34.58287097,126.7962748,2003-08-28,421.7,1,,,,09:00,18:00,061-432-2584,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
똑똑카센터,1,전라남도 강진군 작천면 까치내로 890,전라남도 강진군 작천면 용상리 6-15,34.707618,126.7697393,2003-12-10,863,1,,,,09:00,18:00,061-434-5178,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
희망자동차공업사,1,전라남도 강진군 강진읍 금릉4길 1,전라남도 강진군 강진읍 평동리 163-23,34.63542762,126.7694816,2005-02-28,403,1,,,,09:00,18:00,061-432-8297,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
강진공업사,1,전라남도 강진군 강진읍 해강로 1404,전라남도 강진군 강진읍 학명리 710,34.62944769,126.7574688,1971-08-17,4631,1,,,,09:00,18:00,061-433-6000,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
(유)명성공업사,1,전라남도 강진군 강진읍 강진공단길 20-5,전라남도 강진군 강진읍 서성리 379-11,34.6323327,126.7576785,1996-07-15,2635,1,,,,09:00,18:00,061-434-2700,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
대성자동차정비공업사,1,전라남도 강진군 강진읍 강진공단길 40,전라남도 강진군 강진읍 서성리 379,34.6336377,126.7563705,1997-01-22,2943,1,,,,09:00,18:00,061-433-4311,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
금호타이어신강진대리점,1,전라남도 강진군 강진읍 중앙로 17,전라남도 강진군 강진읍 서성리 336-1,34.6337792,126.761667,2001-12-08,2881.35,1,,,,09:00,18:00,061-433-0012,전라남도 강진군청 안전재난교통과,061-430-3941,2026-06-01
