자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
DM모터스,1,경기도 김포시 통진읍 율마로 339-42,,37.6835301318,126.5982674079,2025-11-14,1991,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
미래모터스,1,경기도 김포시 통진읍 옹달샘로 16-15,,37.6941223,126.570015,2025-11-05,1137,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
스카니아코리아그룹 주식회사,1,경기도 김포시 양촌읍 황금산단2로 59,,37.6027923,126.602625,2025-05-19,1435,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
1급김포현대카독크(주),1,경기도 김포시 양촌읍 김포대로1759번길 136,,37.6668545,126.637184,2024-11-01,425,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
(주)버디카모터서비스,1,경기도 김포시 통진읍 김포대로2435번길 112-86,,37.6932111069,126.5706882727,2024-09-24,1635,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
한강종합모터스 주식회사,1,경기도 김포시 양촌읍 향동로 29,,37.6217718923,126.6356693021,2024-09-24,260,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
신일특장(주),1,경기도 김포시 통진읍 가현로 218,,37.6802135663,126.594499222,2024-09-05,986,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
현진모터스,1,"경기도 김포시 고촌읍 아라육로57번길 87-11, 3층",,37.5920995689,126.7957804657,2024-08-09,1040,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
티엠씨 1급 자동차공업사,1,경기도 김포시 대곶면 율마로 33,,37.6558819325,126.5918646536,2023-09-26,769,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
국민자동차정비센터,1,"경기도 김포시 월곶면 군하로 125-11, 다동",,37.70489631,126.5582703,2023-06-15,169,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
양촌자동차공업사,1,경기도 김포시 통진읍 율마로 339-9,,37.6819067566,126.5978435639,2023-03-30,522,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
(주)유럽모터스,1,경기도 김포시 양촌읍 황금5로 27,,37.6077718356,126.6155593815,2022-07-04,2393,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
대명모터스,1,경기도 김포시 하성면 월하로705번길 54-1,,37.7117626395,126.6352057854,2022-05-27,200,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
주식회사 더블유 디에스,1,경기도 김포시 대곶면 대곶북로 257,,37.6683306191,126.5777611304,2022-02-21,624,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
동성모터스,1,경기도 김포시 통진읍 김포대로2004번길 99,,37.6847262912,126.6172378761,2022-01-10,274,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
일급코어모터스(주),1,경기도 김포시 월곶면 점동로 16,,37.7179552065,126.5589955832,2021-11-17,495,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
(주)토르모터스,1,경기도 김포시 통진읍 대서명로 25,,37.6982979834,126.6083195343,2021-07-09,463,1,,,,09:00,18:00,,경기도 김포시청,031-5186-4903,2025-11-18
