자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(합)창녕자동차정비공장,2,경상남도 창녕군 창녕읍 명덕로 13,경상남도 창녕군 창녕읍 교리 1041-1,35.54295542,128.4907869,1993-08-03,528,1,,,,,,055-532-3000,경상남도 창녕군청,055-530-1727,2026-05-08
(주)천일·고려여객자가정비공장,1,경상남도 창녕군 창녕읍 창녕대로 11,경상남도 창녕군 창녕읍 교리 1040-1,35.54257333,128.4903407,1994-10-28,826,1,,,,09:00,18:00,055-533-4101,경상남도 창녕군청,055-530-1727,2026-05-08
부곡카 정비공업사,3,경상남도 창녕군 부곡면 온천로 665,경상남도 창녕군 부곡면 거문리 173,35.43564278,128.594066,1997-11-13,108,1,,,,09:00,18:00,055-521-1122,경상남도 창녕군청,055-530-1727,2026-05-08
창성카정비공업사,1,경상남도 창녕군 창녕읍 남창녕로 9,경상남도 창녕군 창녕읍 말흘리 776-4,35.53150716,128.5026069,1997-11-13,382,1,,,,09:00,18:00,055-532-0886,경상남도 창녕군청,055-530-1727,2026-05-08
붕붕카정비공업사,3,경상남도 창녕군 창녕읍 우포1대로 1585,경상남도 창녕군 창녕읍 직교리 50,35.54150566,128.4868086,1997-11-13,138,1,,,,09:00,18:00,055-533-6087,경상남도 창녕군청,055-530-1727,2026-05-08
계성카정비공업사,3,경상남도 창녕군 계성면 영산계성로 463,경상남도 창녕군 계성면 계성리 174-3,35.48593972,128.5099151,1997-11-13,102,1,,,,,,055-536-9787,경상남도 창녕군청,055-530-1727,2026-05-08
현대카정비마트,3,경상남도 창녕군 창녕읍 창밀로 11,경상남도 창녕군 창녕읍 송현리 63-5,35.54421731,128.5034053,1998-05-29,559,1,,,,09:00,18:00,055-533-7977,경상남도 창녕군청,055-530-1727,2026-05-08
25시카,3,경상남도 창녕군 창녕읍 창녕대로 182,경상남도 창녕군 창녕읍 말흘리 780-3,35.53066233,128.5024799,1998-06-09,183,1,,,,09:00,18:00,055-532-2475,경상남도 창녕군청,055-530-1727,2026-05-08
영산카정비공업사,3,경상남도 창녕군 영산면 원다리길 31,경상남도 창녕군 영산면 동리 271-36,35.45252959,128.5292851,1998-11-11,340,1,,,,,,055-536-7740,경상남도 창녕군청,055-530-1727,2026-05-08
대광카종합공업사,3,경상남도 창녕군 성산면 성산로 11,경상남도 창녕군 성산면 정녕리 548-2,35.61976582,128.4748929,1998-11-11,100,1,,,,08:00,18:00,055-532-1949,경상남도 창녕군청,055-530-1727,2026-05-08
계성성실자동차카정비,3,경상남도 창녕군 계성면 영산계성로 468,경상남도 창녕군 계성면 신당리 657-5,35.48622782,128.5104565,1998-11-19,128.77,1,,,,,,055-521-3595,경상남도 창녕군청,055-530-1727,2026-05-08
수덕카정비공업사,3,경상남도 창녕군 남지읍 남지중앙로 21,경상남도 창녕군 남지읍 마산리 1004-11,35.39076157,128.4719396,1999-01-15,667.4,1,,,,,,055-526-0406,경상남도 창녕군청,055-530-1727,2026-05-08
대신카정비공업사,3,경상남도 창녕군 남지읍 대신길 6,경상남도 창녕군 남지읍 남지리 734-1,35.38894632,128.4737571,1999-05-03,189,1,,,,,,055-526-1181,경상남도 창녕군청,055-530-1727,2026-05-08
한국타이어남지대리점 중앙오토카,3,경상남도 창녕군 남지읍 남지중앙2길 43,경상남도 창녕군 남지읍 남지리 972-3,35.39252825,128.4741557,1999-05-19,115.4,1,,,,,,055-526-5277,경상남도 창녕군청,055-530-1727,2026-05-08
르노코리아자동차서비스코너창녕점,3,경상남도 창녕군 창녕읍 우포1대로 1549,경상남도 창녕군 창녕읍 직교리 658-1,35.54036889,128.4827979,1999-06-30,125,1,,,,09:00,18:00,055-533-1315,경상남도 창녕군청,055-530-1727,2026-05-08
만도카정비공업사,3,경상남도 창녕군 창녕읍 창녕대로 57,경상남도 창녕군 창녕읍 술정리 149-2,35.53929656,128.4937485,1999-08-02,120,1,,,,09:00,18:00,055-532-8332,경상남도 창녕군청,055-530-1727,2026-05-08
신성종합자동차정비,1,경상남도 창녕군 영산면 영산도천로 440,경상남도 창녕군 영산면 죽사리 1456-63,35.44291272,128.5205151,1999-08-27,1530,1,,,,09:00,18:00,055-536-8558,경상남도 창녕군청,055-530-1727,2026-05-08
타이어하우스,3,경상남도 창녕군 남지읍 남지중앙로 83,경상남도 창녕군 남지읍 남지리 986-10,35.39191352,128.4785285,2000-04-28,340.8,1,,,,09:00,18:00,,경상남도 창녕군청,055-530-1727,2026-05-08
한국지엠창녕바로서비스,3,경상남도 창녕군 창녕읍 우포2로 1179,경상남도 창녕군 창녕읍 교리 960-7,35.54602466,128.4865891,2000-09-14,149,1,,,,09:00,18:00,055-533-8484,경상남도 창녕군청,055-530-1727,2026-05-08
달구지카마스타,3,경상남도 창녕군 대지면 우포2로 1156,경상남도 창녕군 대지면 효정리 28-4,35.54724088,128.4840905,2000-10-12,102,1,,,,09:00,18:00,055-532-0055,경상남도 창녕군청,055-530-1727,2026-05-08
차사랑,3,경상남도 창녕군 창녕읍 조산1길 9,경상남도 창녕군 창녕읍 직교리 174-2,35.5398009,128.4853645,2001-05-16,858,1,,,,,,055-532-5190,경상남도 창녕군청,055-530-1727,2026-05-08
부영카정비공업사,3,경상남도 창녕군 부곡면 원앙로 213,경상남도 창녕군 부곡면 거문리 197-23,35.43690185,128.5915729,2001-07-03,591,1,,,,09:00,18:00,055-521-1162,경상남도 창녕군청,055-530-1727,2026-05-08
조은종합자동차정비,1,경상남도 창녕군 창녕읍 우포2로 1161-10,경상남도 창녕군 창녕읍 교리 949,35.54828345,128.4845616,2001-08-08,3508,1,,,,,,055-532-1100,경상남도 창녕군청,055-530-1727,2026-05-08
남지점 기아오토큐,3,경상남도 창녕군 남지읍 박진로 1750,경상남도 창녕군 남지읍 남지리 481-61,35.3961186,128.4795983,2001-10-27,165,1,,,,09:00,18:00,055-526-0009,경상남도 창녕군청,055-530-1727,2026-05-08
병우카정비공업사,3,경상남도 창녕군 부곡면 부곡로 35,경상남도 창녕군 부곡면 부곡리 333-6,35.43570724,128.5998002,2001-11-19,127,1,,,,,,055-521-0284,경상남도 창녕군청,055-530-1727,2026-05-08
대성카마스타,3,경상남도 창녕군 도천면 영산도천로 356,경상남도 창녕군 도천면 일리 700-1,35.4361026,128.5163098,2001-11-19,148,1,,,,,,055-521-2486,경상남도 창녕군청,055-530-1727,2026-05-08
창녕점 기아오토큐,3,경상남도 창녕군 창녕읍 창녕대로 100,경상남도 창녕군 창녕읍 술정리 176-6,35.53609579,128.4964713,2002-11-01,371,1,,,,,,055-532-8519,경상남도 창녕군청,055-530-1727,2026-05-08
성운자동차정비공장,2,경상남도 창녕군 도천면 영산도천로 329,경상남도 창녕군 도천면 도천리 999-11,35.43402465,128.5151273,2003-03-21,413,1,,,,09:00,18:00,055-536-1119,경상남도 창녕군청,055-530-1727,2026-05-08
오케이카마스타,3,경상남도 창녕군 대지면 우포2로 1178,경상남도 창녕군 대지면 효정리 38-2,35.5458719,128.4855513,2003-07-21,100,1,,,,,,055-533-9199,경상남도 창녕군청,055-530-1727,2026-05-08
남지점 현대자동차,3,경상남도 창녕군 남지읍 남지중앙1길 71-7,경상남도 창녕군 남지읍 남지리 983-11,35.39257696,128.4768154,2003-12-01,375.4,1,,,,,,055-533-2292,경상남도 창녕군청,055-530-1727,2026-05-08
경화 카 정비세차,3,경상남도 창녕군 창녕읍 우포2로 1197,경상남도 창녕군 창녕읍 교리 964-1,35.5447354,128.4876408,2004-02-20,135,1,,,,,,,경상남도 창녕군청,055-530-1727,2026-05-08
삼성애니카랜드남지점,3,경상남도 창녕군 남지읍 동포1길 31,경상남도 창녕군 남지읍 남지리 525-8,35.39166626,128.4812913,2004-09-20,160,1,,,,,,055-536-0119,경상남도 창녕군청,055-530-1727,2026-05-08
스피드자동차정비,3,경상남도 창녕군 창녕읍 조산1길 3,경상남도 창녕군 창녕읍 직교리 66-4,35.54021599,128.4852769,2004-12-28,664,1,,,,,,055-532-7998,경상남도 창녕군청,055-530-1727,2026-05-08
케이지모빌리티 창녕서비스프라자,3,경상남도 창녕군 창녕읍 화왕산로 180-5,경상남도 창녕군 창녕읍 말흘리 712-6,35.53103288,128.5031983,2005-05-13,593,1,,,,09:00,18:00,055-532-8254,경상남도 창녕군청,055-530-1727,2026-05-08
도양카센타,3,경상남도 창녕군 대지면 억만미산로 29,경상남도 창녕군 대지면 왕산리 29-3,35.56522285,128.4806487,2006-06-23,850,1,,,,09:00,18:00,055-533-4986,경상남도 창녕군청,055-530-1727,2026-05-08
대동카정비,3,경상남도 창녕군 영산면 연지길 33,경상남도 창녕군 영산면 서리 116-10,35.45515645,128.5293271,2006-07-24,1302,1,,,,,,055-521-4407,경상남도 창녕군청,055-530-1727,2026-05-08
현대자동차BLUhands,3,경상남도 창녕군 창녕읍 우포1대로 1559,경상남도 창녕군 창녕읍 직교리 663-1,35.54068315,128.483852,2008-01-31,1441,1,,,,,,055-533-4986,경상남도 창녕군청,055-530-1727,2026-05-08
오토카하우스,3,경상남도 창녕군 영산면 영산계성로 114,경상남도 창녕군 영산면 성내리 618,35.46108268,128.5243933,2008-08-01,475,1,,,,,,055-532-2921,경상남도 창녕군청,055-530-1727,2026-05-08
온천카,3,경상남도 창녕군 부곡면 원앙로 260,경상남도 창녕군 부곡면 거문리 84-3,35.43674539,128.5961061,2008-08-29,346,1,,,,,,055-533-4986,경상남도 창녕군청,055-530-1727,2026-05-08
퇴천자동차정비,3,경상남도 창녕군 창녕읍 창녕대로 310,경상남도 창녕군 창녕읍 퇴천리 787-152,35.5196857,128.5035772,2008-12-05,233,1,,,,,,055-532-0610,경상남도 창녕군청,055-530-1727,2026-05-08
이방카프라자,3,경상남도 창녕군 이방면 송곡외곽길 43,경상남도 창녕군 이방면 송곡리 76,35.60438682,128.3806332,2009-04-02,660,1,,,,,,055-533-4986,경상남도 창녕군청,055-530-1727,2026-05-08
투앤투자동차서비스,3,경상남도 창녕군 대합면 십이리길 37,경상남도 창녕군 대합면 십이리 421-12,35.6129685,128.4691896,2009-06-01,457,1,,,,,,055-532-0985,경상남도 창녕군청,055-530-1727,2026-05-08
