자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
(주)부산정비,1,부산광역시 사하구 을숙도대로 670,부산광역시 사하구 장림동 106,35.08405203,128.9784777,1967-12-14,8474,1,,,,,,051-265-6111,부산광역시 사하구청,051-220-4651,2026-06-22
1급카포스자동차정비공업사,1,부산광역시 사하구 신산북로57번길 6,부산광역시 사하구 신평동 290-1,35.09133132,128.9708192,1968-06-08,2510,1,,,,,,051-266-6398,부산광역시 사하구청,051-220-4651,2026-06-22
남영1급자동차정비,1,부산광역시 사하구 을숙도대로 709,부산광역시 사하구 신평동 569-54,35.08562306,128.9824277,1972-12-28,1382,1,,,,,,051-207-7963,부산광역시 사하구청,051-220-4651,2026-06-22
감천자동차정비공업사,1,부산광역시 사하구 감천로42번길 17,부산광역시 사하구 감천동 783-1,35.08987581,128.9966501,1979-08-28,1752,1,,,,,,051-262-2642,부산광역시 사하구청,051-220-4651,2026-06-22
오토스1급정비,1,부산광역시 사하구 감천로38번길 20,부산광역시 사하구 감천동 691-1,35.09014658,128.9973965,1990-04-12,1628,1,,,,,,051-263-7788,부산광역시 사하구청,051-220-4651,2026-06-22
㈜사하정비,1,부산광역시 사하구 다대로320번길 14,부산광역시 사하구 장림동 406,35.07416496,128.974960,1992-09-26,1911,1,,,,,,051-261-6262,부산광역시 사하구청,051-220-4651,2026-06-22
선진자동차정비공업사,1,부산광역시 사하구 장림로 273,부산광역시 사하구 장림동 1058,35.08333246,128.9780899,1993-04-21,1390,1,,,,,,051-265-8700,부산광역시 사하구청,051-220-4651,2026-06-22
동원자동차정비공업사,1,부산광역시 사하구 장평로 22,부산광역시 사하구 장림동 523-8,35.06937052,128.9751217,1994-12-24,1058,1,,,,,,051-263-3010,부산광역시 사하구청,051-220-4651,2026-06-22
혜민종합정비,1,부산광역시 사하구 을숙도대로 691,부산광역시 사하구 신평동 569-37,35.08532697,128.9814996,1995-11-08,1712,1,,,,,,051-207-0408,부산광역시 사하구청,051-220-4651,2026-06-22
1급가락정비,1,부산광역시 사하구 하신번영로 127,부산광역시 사하구 신평동 647-4,35.09415696,128.9600396,1997-09-26,1178,1,,,,,,051-204-0040,부산광역시 사하구청,051-220-4651,2026-06-22
남부산서비스기아오토큐㈜,1,부산광역시 사하구 하신중앙로 107,부산광역시 사하구 신평동 370-76,35.0887357107,128.9646959,1999-09-08,3857,1,,,,,,051-265-4477,부산광역시 사하구청,051-220-4651,2026-06-22
동호종합정비공업사,1,부산광역시 사하구 을숙도대로 821,부산광역시 사하구 구평동 40,35.08604984,128.9940111,1999-09-14,1189,1,,,,,,051-265-4477,부산광역시 사하구청,051-220-4651,2026-06-22
(주)덕산1급정비,1,부산광역시 사하구 하신중앙로 59,부산광역시 사하구 신평동 370-131,35.08431989,128.964674,2000-05-22,1579,1,,,,,,051-204-0040,부산광역시 사하구청,051-220-4651,2026-06-22
하나자동차종합정비,1,부산광역시 사하구 다대로 280,부산광역시 사하구 장림동 281-2,35.07742601,128.9768671,2002-06-18,1345,1,,,,,,051-205-4242,부산광역시 사하구청,051-220-4651,2026-06-22
