자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
대양공업사,01,,강원특별자치도 철원군 갈말읍 문혜리 1241-7,38.16360962,127.3152891,1985-02-19,2170,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
상진공업사,01,강원특별자치도 철원군 동송읍 이평로 9,,38.21048035,127.2228754,1994-01-24,560,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
와수자동차공업사,01,강원특별자치도 철원군 서면 와수로 258,,38.24452826,127.4447718,1997-08-19,1223,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
㈜우리자동차,01,강원특별자치도 철원군 동송읍 상노로 567,,38.18213518,127.2299085,2007-06-14,1093,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
전방자동차공업사,01,강원특별자치도 철원군 갈말읍 두루미로 53,,38.18168208,127.3235776,2007-08-07,1223,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
유로모터스,01,강원특별자치도 철원군 동송읍 금학로 46,,38.1943698,127.2271526,2012-02-07,1004,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
철원현대서비스,01,강원특별자치도 철원군 갈말읍 호국로 5030,,38.16848977,127.3182362,2012-04-16,6148,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
신철원자동차공업사,02,강원특별자치도 철원군 갈말읍 명성로 272,,38.15556347,127.3092583,1998-04-01,742,1,,2023-04-22,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
동송현대자동차공업사,02,강원특별자치도 철원군 철원읍 북원로 1497,,38.21358191,127.2200304,2001-03-06,935,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
군탄자동차공업사,02,강원특별자치도 철원군 갈말읍 명성로 294,,38.1573647,127.310333,2002-04-22,753,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
형제자동차공업사,03,강원특별자치도 철원군 서면 무금로 15,,38.24137284,127.4384937,1998-02-19,475,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
프로모터스,03,강원특별자치도 철원군 갈말읍 명성로 290,,38.15709282,127.3101577,1998-04-15,331,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
쇠둘레자동차공업사,03,,강원특별자치도 철원군 동송읍 이평리 730-1,38.20245209,127.2202092,1998-04-15,1808,3,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
제일자동차공업사,03,강원특별자치도 철원군 동송읍 금학로59번길 10,,38.19498565,127.2250921,1998-04-15,331,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
이병춘자동차공업사,03,,강원특별자치도 철원군 서면 와수리 573-8,38.2439477551,127.4295513196,1998-04-28,962,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
김화자동차공업사,03,강원특별자치도 철원군 김화읍 김화로 650,,38.2459431,127.4218835,1998-09-04,283,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
한흥자동차공업사,03,강원특별자치도 철원군 서면 와수로128번길 5,,38.23549854,127.4360934,1998-09-30,148,1,,,,,,,강원특별자치도 철원군,033-450-5366,2023-12-05
