자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
형제전문정비공업사,3,전라남도 무안군 망운면 운해로 1461,전라남도 무안군 망운면 목동리 374-1,35.01458636,126.3970269,1998-12-22,57,1,,,,,,061-454-1636,전라남도 무안군청,061-450-5678,2026-05-06
청명부분정비공업사,3,전라남도 무안군 운남면 운해로626,전라남도 무안군 운남면 연리 16-4,34.962014,126.345180,1998-12-22,73.5,1,,,,,,061-452-5972,전라남도 무안군청,061-450-5678,2026-05-06
무안카부분정비공업사,3,전라남도 무안군 무안읍 공항로 39,전라남도 무안군 무안읍 성동리 975-1,34.993128,126.477699,1998-12-14,158.76,1,,,,,,061-453-4720,전라남도 무안군청,061-450-5678,2026-05-06
몽탄카부분정비공업사,3,전라남도 무안군 몽탄면 몽탄로 849,전라남도 무안군 몽탄면 구산리 751,34.93155957,126.5033197,1998-11-30,123.75,1,,,,,,061-453-7730,전라남도 무안군청,061-450-5678,2026-05-06
대성부분정비공업사,3,전라남도 무안군 무안읍 무안로 423,전라남도 무안군 무안읍 성남리 365-7,34.983295,126.472858,1999-01-22,69,1,,,,,,061-453-8011,전라남도 무안군청,061-450-5678,2026-05-06
동부부분정비공업사,3,전라남도 무안군 해제면 회안길 3,전라남도 무안군 해제면 신정리 921-1,35.108306,126.286933,1998-07-11,182.2,1,,,,,,061-452-7090,전라남도 무안군청,061-450-5678,2026-05-06
남도부분정비공업사,3,전라남도 무안군 해제면 현해로 1728,전라남도 무안군 해제면 신정리 107-1,35.110299,126.290381,1998-07-11,146.29,1,,,,,,061-453-1772,전라남도 무안군청,061-450-5678,2026-05-06
장미부분정비공업사,3,전라남도 무안군 해제면 현해로 1684-4,전라남도 무안군 해제면 신정리 1100,35.111254,126.294824,1998-04-30,167.96,1,,,,,,061-454-7215,전라남도 무안군청,061-450-5678,2026-05-06
현경공업사,1,전라남도 무안군 현경면 현해로 40,전라남도 무안군 현경면 평산리 1171-8,35.020278,126.416593,1996-11-11,386,1,,,,,,061-453-6800,전라남도 무안군청,061-450-5678,2026-05-06
해태부분정비공업사,3,전라남도 무안군 청계면 무안로 126,전라남도 무안군 청계면 사마리 523-6,34.961918,126.453607,1999-04-06,100.74,1,,,,,,061-454-2644,전라남도 무안군청,061-450-5678,2026-05-06
