자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
차탄현대카독크,1,경기도 연천군 연천읍 연천로160,경기도 연천군 연천읍 차탄리 204-1,38.0909805,127.0737172,2005-06-23,1938,1,,,,,,031-834-7133,경기도 연천군청,031-839-2284,2025-12-18
믿음1급자동차정비센터,1,경기도 연천군 군남면 군남로101,경기도 연천군 군남면 진상리 625-13,38.05812022,127.0204773,2005-10-04,1000,1,,,,,,031-833-5123,경기도 연천군청,031-839-2284,2025-12-18
전곡1급카독크,1,경기도 연천군 전곡읍 전곡로66,경기도 연천군 전곡읍 전곡리 248-1,38.01930845,127.0738927,2006-05-12,2492,1,,,,,,031-832-9970,경기도 연천군청,031-839-2284,2025-12-18
한탄강자동차정비공업사,1,경기도 연천군 전곡읍 양연로1582,경기도 연천군 전곡읍 전곡리 296-5,38.02032032,127.0661035,2006-06-28,4429,1,,,,,,031-833-0057,경기도 연천군청,031-839-2284,2025-12-18
YB모터스,1,경기도 연천군 청산면 청신로105,경기도 연천군 청산면 초성리 449-2,37.98408746,127.0697126,2008-11-28,3084,3,2025-02-03,,,,,031-833-0057,경기도 연천군청,031-839-2284,2025-12-18
그린1급자동차공업사,1,경기도 연천군 전곡읍 평화로940번길4,경기도 연천군 전곡읍 은대리 407-6,38.05229026,127.0682569,2010-08-06,2985,1,,,,,,031-835-7870,경기도 연천군청,031-839-2284,2025-12-18
임진강모터스,1,경기도 연천군 백학면 청정로232번길2,경기도 연천군 백학면 통구리 471,38.0050236,126.9152781,2010-11-29,1613,1,,,,,,031-835-4700,경기도 연천군청,031-839-2284,2025-12-18
1급로하스자동차공업사,1,경기도 연천군 전곡읍 양연로1601,경기도 연천군 전곡읍 전곡리 292,38.02222318,127.0667137,2011-02-16,2936,1,,,,,,031-832-0900,경기도 연천군청,031-839-2284,2025-12-18
㈜유로북부서비스,1,경기도 연천군 전곡읍 양연로703,경기도 연천군 전곡읍 늘목리 15-15,37.96813344,127.0073918,2012-05-23,3355,1,,,,,,031-833-5997,경기도 연천군청,031-839-2284,2025-12-18
전곡현대서비스,1,경기도 연천군 전곡읍 은대성로117,경기도 연천군 전곡읍 은대리 584-1,38.02533277,127.0602863,2017-09-22,3133,1,,,,,,031-833-5997,경기도 연천군청,031-839-2284,2025-12-18
1급연천자동차공업사,1,경기도 연천군 연천읍 문화로48-10,경기도 연천군 연천읍 옥산리 439-13,38.09750954,127.0780089,2018-10-26,1157,1,,,,,,031-834-4232,경기도 연천군청,031-839-2284,2025-12-18
(주)피아크모터컴퍼니,1,경기도 연천군 청산면 청신로 105,경기도 연천군 청산면 초성리 449-2,37.98408746,127.0697126,2025-07-02,1045,1,,,,,,0504-7114-1706,경기도 연천군청,031-839-2284,2025-12-18
양원현대공업사,3,경기도 연천군 전곡읍 양연로 1144,경기도 연천군 전곡읍 양원리 380-8,37.9973667,127.0321386,2019-05-30,996,1,,,,,,031-833-9266,경기도 연천군청,031-839-2284,2025-12-18
