자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
세명공업사,03,충청남도 서천군 서천읍 충절로 96,충청남도 서천군 서천읍 군사리 621-14,36.0739925436,126.6933040923,2024-01-18,132,01,,,,09:00,18:00,041-951-8272,충청남도 서천군청,041-950-4367,2025-12-01
동진카공업사,03,충청남도 서천군 장항읍 신창서로 57,충청남도 서천군 장항읍 신창리 243-51,36.0139091524,126.6868460478,2003-11-03,116,01,,,,09:00,18:00,041-956-5785,충청남도 서천군청,041-950-4367,2025-12-01
팔삼공업사,03,충청남도 서천군 장항읍 장마로62번길 9,충청남도 서천군 장항읍 신창리 58-10,36.0139721851,126.6913102252,2004-05-08,100,01,,,,09:00,18:00,041-956-8383,충청남도 서천군청,041-950-4367,2025-12-01
천일카공업사,03,충청남도 서천군 판교면 대백제로 2046,충청남도 서천군 판교면 판교리 340-1,36.1657939920,126.6918162071,2004-07-16,132,01,,,,09:00,18:00,041-951-8252,충청남도 서천군청,041-950-4367,2025-12-01
현대자동차 서천점,03,충청남도 서천군 서천읍 서천로 174,충청남도 서천군 서천읍 사곡리 281-1,36.0833063981,126.6876654502,2021-11-18,332,01,,,,09:00,18:00,041-951-4984,충청남도 서천군청,041-950-4367,2025-12-01
서해카공업사,03,충청남도 서천군 장항읍 장항로171번길 76,충청남도 서천군 장항읍 창선2리 220-7,36.0145583782,126.6971567974,2005-11-25,180,01,,,,09:00,18:00,041-956-6684,충청남도 서천군청,041-950-4367,2025-12-01
비인서울카센타,03,충청남도 서천군 비인면 서인로 1221,충청남도 서천군 비인면 성북리 387-2,36.1453634597,126.5937126970,2006-03-02,562,01,,,,09:00,18:00,041-952-1774,충청남도 서천군청,041-950-4367,2025-12-01
서면자동차공업사,03,충청남도 서천군 서면 서인로 706,충청남도 서천군 서면 도둔리 72-447,36.1507048649,126.5438242765,2006-07-06,359,01,,,,09:00,18:00,041-953-1033,충청남도 서천군청,041-950-4367,2025-12-01
황의상사,03,충청남도 서천군 서천읍 충절로41번길 24-13,충청남도 서천군 서천읍 군사리 691-2,36.0774502943,126.6882569084,2006-07-06,151,01,,,,09:00,18:00,041-953-4264,충청남도 서천군청,041-950-4367,2025-12-01
신흥카센타,03,충청남도 서천군 장항읍 장서로 26-1,충청남도 서천군 장항읍 창선1리 151-4,36.0101199067,126.6984390743,2006-12-14,150,01,,,,09:00,18:00,041-956-0425,충청남도 서천군청,041-950-4367,2025-12-01
